Date,Temperature_C
5/2/20 0:00,1.52896499
5/3/20 0:00,1.491923549
5/4/20 0:00,1.253895872
5/5/20 0:00,1.315840994
5/6/20 0:00,0.960409945
5/7/20 0:00,2.287708267
5/8/20 0:00,2.760299142
5/9/20 0:00,2.26182474
5/10/20 0:00,2.838207177
5/11/20 0:00,3.355481337
5/12/20 0:00,2.574691458
5/13/20 0:00,1.751539611
5/14/20 0:00,1.171260538
5/15/20 0:00,1.81990908
5/16/20 0:00,2.408267951
5/17/20 0:00,2.476668674
5/18/20 0:00,3.728473878
5/19/20 0:00,3.569487747
5/20/20 0:00,4.082886587
5/21/20 0:00,4.217742736
5/22/20 0:00,3.817490347
5/23/20 0:00,5.431071601
5/24/20 0:00,5.827876556
5/25/20 0:00,4.29406199
5/26/20 0:00,4.205009128
5/27/20 0:00,5.234517698
5/28/20 0:00,6.350675382
5/29/20 0:00,5.848278448
5/30/20 0:00,6.239664413
5/31/20 0:00,5.633509726
6/1/20 0:00,5.266968358
6/2/20 0:00,5.768720997
6/3/20 0:00,5.699588267
6/4/20 0:00,5.737712014
6/5/20 0:00,5.639780941
6/6/20 0:00,6.724351656
6/7/20 0:00,5.779949313
6/8/20 0:00,5.653969993
6/9/20 0:00,5.562792997
6/10/20 0:00,3.679036955
6/11/20 0:00,4.427564003
6/12/20 0:00,7.22615209
6/13/20 0:00,8.766877712
6/14/20 0:00,8.735621219
6/15/20 0:00,8.327956097
6/16/20 0:00,7.037384986
6/17/20 0:00,7.958942233
6/18/20 0:00,8.803552833
6/19/20 0:00,7.960095927
6/20/20 0:00,7.156321174
6/21/20 0:00,6.949799326
6/22/20 0:00,7.510960601
6/23/20 0:00,8.48784641
6/24/20 0:00,8.904646962
6/25/20 0:00,9.32221134
6/26/20 0:00,9.268303372
6/27/20 0:00,8.905425031
6/28/20 0:00,8.856807955
6/29/20 0:00,8.286995688
6/30/20 0:00,8.963289851
7/1/20 0:00,8.92336876
7/2/20 0:00,9.173875806
7/3/20 0:00,10.6904969
7/4/20 0:00,11.57591358
7/5/20 0:00,10.87281323
7/6/20 0:00,9.776890785
7/7/20 0:00,10.4995442
7/8/20 0:00,11.23366267
7/9/20 0:00,10.70827898
7/10/20 0:00,11.45110949
7/11/20 0:00,11.99775274
7/12/20 0:00,12.69056719
7/13/20 0:00,12.28208569
7/14/20 0:00,11.68314733
7/15/20 0:00,11.49206872
7/16/20 0:00,11.05478647
7/17/20 0:00,11.09227694
7/18/20 0:00,10.91941042
7/19/20 0:00,11.22248578
7/20/20 0:00,11.17893458
7/21/20 0:00,11.36011626
7/22/20 0:00,13.03844691
7/23/20 0:00,12.70818271
7/24/20 0:00,12.15505771
7/25/20 0:00,12.74151885
7/26/20 0:00,11.97983743
7/27/20 0:00,11.35798031
7/28/20 0:00,11.80162604
7/29/20 0:00,11.86150469
7/30/20 0:00,11.57233444
7/31/20 0:00,11.83841535
8/1/20 0:00,12.30068698
8/2/20 0:00,12.4522449
8/3/20 0:00,12.15401243
8/4/20 0:00,12.63219653
8/5/20 0:00,13.05212934
8/6/20 0:00,13.10765181
8/7/20 0:00,12.78319573
8/8/20 0:00,12.93485069
8/9/20 0:00,13.05226816
8/10/20 0:00,13.55792365
8/11/20 0:00,13.52338719
8/12/20 0:00,13.58028483
8/13/20 0:00,13.42851934
8/14/20 0:00,13.74249708
8/15/20 0:00,13.88885813
8/16/20 0:00,14.14506302
8/17/20 0:00,14.44773771
8/18/20 0:00,14.34957472
8/19/20 0:00,13.61570733
8/20/20 0:00,13.19394215
8/21/20 0:00,13.0450476
8/22/20 0:00,13.10679069
8/23/20 0:00,13.52562635
8/24/20 0:00,13.46306188
8/25/20 0:00,13.23484809
8/26/20 0:00,12.78136594
8/27/20 0:00,12.83644208
8/28/20 0:00,13.19525271
8/29/20 0:00,13.10931479
8/30/20 0:00,11.62085413
8/31/20 0:00,10.69960398
9/1/20 0:00,10.54588939
9/2/20 0:00,9.751984934
9/3/20 0:00,10.32743642
9/4/20 0:00,10.69402694
9/5/20 0:00,12.05821493
9/6/20 0:00,13.10373365
9/7/20 0:00,12.92302229
9/8/20 0:00,11.92107726
9/9/20 0:00,7.744197601
9/10/20 0:00,4.348500795
9/11/20 0:00,3.83899424
9/12/20 0:00,2.652519972
9/13/20 0:00,4.109598788
9/14/20 0:00,6.384543594
9/15/20 0:00,7.991067507
9/16/20 0:00,8.690664115
9/17/20 0:00,9.126717253
9/18/20 0:00,9.585647188
9/19/20 0:00,10.05724397
9/20/20 0:00,10.00008354
9/21/20 0:00,9.072855872
9/22/20 0:00,9.271224153
9/23/20 0:00,9.535554688
9/24/20 0:00,9.529536802
9/25/20 0:00,9.202451403
9/26/20 0:00,8.813877448
9/27/20 0:00,7.956543635
9/28/20 0:00,6.992705361
9/29/20 0:00,5.624948486
9/30/20 0:00,5.534203462
10/3/20 0:00,6.001337052
10/4/20 0:00,6.396484795
10/5/20 0:00,6.568478083
10/6/20 0:00,5.604210986
10/7/20 0:00,5.383730142
10/8/20 0:00,5.932090274
10/9/20 0:00,6.248262486
10/10/20 0:00,6.217992611
10/11/20 0:00,6.720523111
10/12/20 0:00,3.42280523
10/13/20 0:00,0.531189077
10/14/20 0:00,1.100519937
10/15/20 0:00,2.142789834
10/16/20 0:00,1.163348186
10/17/20 0:00,0.418663241
10/18/20 0:00,0.132956823
10/19/20 0:00,0.289497588
10/20/20 0:00,0.560271801
10/21/20 0:00,0.653084329
10/22/20 0:00,0.730766398
10/23/20 0:00,0.342942459
10/24/20 0:00,0.486289018
10/25/20 0:00,0.587221562
10/26/20 0:00,0.139330332
10/27/20 0:00,0.185425656
10/28/20 0:00,0.376143249
10/29/20 0:00,0.673962044
10/30/20 0:00,0.823434419
10/31/20 0:00,1.037541687
11/1/20 0:00,1.079436954
11/2/20 0:00,1.465634463
11/3/20 0:00,2.221561899
11/4/20 0:00,2.880990111
11/5/20 0:00,2.985237889
11/6/20 0:00,2.661543194
11/7/20 0:00,2.644673674
11/8/20 0:00,2.872959458
11/9/20 0:00,1.872858594
11/10/20 0:00,1.580545666
11/11/20 0:00,0.681874275
11/12/20 0:00,1.458518563
11/13/20 0:00,0.95021164
11/14/20 0:00,0.97344081
11/15/20 0:00,0.771141918
11/16/20 0:00,0.682851417
11/17/20 0:00,1.183551535
11/18/20 0:00,1.387561701
11/19/20 0:00,1.567803722
11/20/20 0:00,1.62304124
11/21/20 0:00,1.468985149
11/22/20 0:00,1.27319848
11/23/20 0:00,1.112196107
11/24/20 0:00,1.732744743
11/25/20 0:00,1.177469146
11/26/20 0:00,0.756011942
11/27/20 0:00,1.647349774
11/28/20 0:00,1.532159868
11/29/20 0:00,1.688627479
11/30/20 0:00,1.544692167
12/1/20 0:00,1.03985701
12/2/20 0:00,1.155685534
12/3/20 0:00,1.143822591
12/4/20 0:00,0.866502972
12/5/20 0:00,0.773550782
12/6/20 0:00,0.636030627
12/7/20 0:00,0.539560531
12/8/20 0:00,0.481948856
12/9/20 0:00,0.383361501
12/10/20 0:00,0.341830252
12/11/20 0:00,0.475571527
12/12/20 0:00,0.474104351
12/13/20 0:00,0.267972096
12/14/20 0:00,0.270872006
12/15/20 0:00,0.364533736
12/16/20 0:00,0.429171346
12/17/20 0:00,0.253488545
12/18/20 0:00,0.29879125
12/19/20 0:00,0.335977026
12/20/20 0:00,0.169836892
12/21/20 0:00,0.174938726
12/22/20 0:00,0.288062634
12/23/20 0:00,0.265489898
12/24/20 0:00,0.209818414
12/25/20 0:00,0.054131825
12/26/20 0:00,0.110038119
12/27/20 0:00,0.122404002
12/28/20 0:00,0.17816438
12/29/20 0:00,0.145762128
12/30/20 0:00,0.144372942
12/31/20 0:00,0.085572137
1/1/21 0:00,0.116158805
1/2/21 0:00,0.150484827
1/3/21 0:00,0.148360252
1/4/21 0:00,0.133326007
1/5/21 0:00,0.126691079
1/6/21 0:00,0.114947217
1/7/21 0:00,0.113387331
1/8/21 0:00,0.110454261
1/9/21 0:00,0.119208333
1/10/21 0:00,0.1316875
1/11/21 0:00,0.1245
1/12/21 0:00,0.107916667
1/13/21 0:00,0.090166667
1/14/21 0:00,0.0663125
1/15/21 0:00,0.050729167
1/16/21 0:00,0.039479167
1/17/21 0:00,0.0420625
1/18/21 0:00,0.032354167
1/19/21 0:00,0.045145833
1/20/21 0:00,0.0578125
1/21/21 0:00,0.0173125
1/26/21 0:00,0.01034375
1/27/21 0:00,0.008708333
1/28/21 0:00,4.17E-05
2/5/21 0:00,0
2/8/21 0:00,0.000109355
2/9/21 0:00,0.000437207
2/10/21 0:00,0
2/11/21 0:00,0
2/12/21 0:00,0
2/13/21 0:00,0
2/14/21 0:00,0
2/15/21 0:00,0
2/16/21 0:00,0
2/17/21 0:00,0
2/18/21 0:00,0
2/19/21 0:00,0
2/20/21 0:00,0
2/21/21 0:00,0
2/22/21 0:00,0
2/23/21 0:00,0
2/24/21 0:00,0
2/25/21 0:00,0
2/26/21 0:00,0
2/27/21 0:00,0
2/28/21 0:00,0
3/1/21 0:00,0
3/2/21 0:00,0
3/3/21 0:00,0
3/4/21 0:00,0
3/5/21 0:00,0
3/6/21 0:00,0
3/7/21 0:00,0
3/8/21 0:00,0
3/9/21 0:00,0
3/10/21 0:00,0
3/11/21 0:00,0
3/12/21 0:00,0
3/13/21 0:00,0
3/14/21 0:00,0
3/15/21 0:00,0
3/16/21 0:00,0
3/17/21 0:00,0
3/18/21 0:00,0
3/19/21 0:00,0
3/20/21 0:00,0
3/21/21 0:00,0
3/22/21 0:00,0
3/23/21 0:00,0
3/24/21 0:00,0
3/25/21 0:00,0
3/26/21 0:00,0
3/27/21 0:00,0
3/28/21 0:00,0
3/29/21 0:00,0
3/30/21 0:00,0
3/31/21 0:00,0
4/1/21 0:00,0
4/2/21 0:00,0
4/3/21 0:00,0
4/4/21 0:00,0
4/5/21 0:00,0
4/6/21 0:00,0.027264277
4/7/21 0:00,0.326008585
4/8/21 0:00,0.521271595
4/9/21 0:00,0.725296753
4/10/21 0:00,1.073328834
4/11/21 0:00,1.197735743
4/12/21 0:00,1.590818722
4/13/21 0:00,1.82958592
4/14/21 0:00,1.629537167
4/15/21 0:00,0.844815784
4/16/21 0:00,0.563070507
4/17/21 0:00,0.466575421
4/18/21 0:00,0.392374991
4/19/21 0:00,0.349842076
4/20/21 0:00,0.292628829
4/21/21 0:00,0.292650958
4/22/21 0:00,0.275443176
4/23/21 0:00,0.263931069
4/24/21 0:00,0.273946556
4/25/21 0:00,0.237874139
4/26/21 0:00,0.185252085
4/27/21 0:00,0.133701424
4/28/21 0:00,0.11035124
4/29/21 0:00,0.172398459
4/30/21 0:00,0.168459368
5/1/21 0:00,0.072742145
5/2/21 0:00,0.043247965
5/3/21 0:00,0.213801496
5/4/21 0:00,0.246821306
5/5/21 0:00,0.141226876
5/6/21 0:00,0.124106087
5/7/21 0:00,0.145876992
5/8/21 0:00,0.180911486
5/9/21 0:00,0.347902194
5/10/21 0:00,0.479438244
5/11/21 0:00,0.358863398
5/12/21 0:00,0.210950955
5/13/21 0:00,0.202146535
5/14/21 0:00,0.205857701
5/15/21 0:00,0.220884853
5/16/21 0:00,0.283939576
5/17/21 0:00,0.27877045
5/18/21 0:00,0.216863534
5/19/21 0:00,0.238528772
5/20/21 0:00,0.304258871
5/21/21 0:00,0.50163132
5/22/21 0:00,0.522946783
5/23/21 0:00,0.78667664
5/24/21 0:00,0.359207363
5/25/21 0:00,0.758784108
5/26/21 0:00,1.368773909
5/27/21 0:00,1.211616853
5/28/21 0:00,1.368460781
5/29/21 0:00,2.002558215
5/30/21 0:00,2.052868948
5/31/21 0:00,1.211308693
6/1/21 0:00,1.217842409
6/2/21 0:00,1.915309594
6/3/21 0:00,2.548190073
6/4/21 0:00,2.626203198
6/5/21 0:00,2.703406483
6/6/21 0:00,2.694774427
6/7/21 0:00,2.655213122
6/8/21 0:00,3.523659493
6/9/21 0:00,4.015160361
6/10/21 0:00,4.770132576
6/11/21 0:00,5.351772872
6/12/21 0:00,5.628219604
6/13/21 0:00,6.621602497
6/14/21 0:00,7.539698417
6/15/21 0:00,7.928611267
6/16/21 0:00,8.234428278
6/17/21 0:00,7.980609128
6/18/21 0:00,7.847782972
6/19/21 0:00,7.148185
6/20/21 0:00,7.165436677
6/21/21 0:00,7.298646375
6/22/21 0:00,8.367999837
6/23/21 0:00,8.990416736
6/24/21 0:00,8.590919951
6/25/21 0:00,8.136234837
6/26/21 0:00,7.606933257
6/27/21 0:00,7.330954868
6/28/21 0:00,6.736734319
6/29/21 0:00,6.723232601
6/30/21 0:00,7.258437632
7/1/21 0:00,8.12218491
7/2/21 0:00,8.616893587
7/3/21 0:00,9.048305795
7/4/21 0:00,9.998575538
7/5/21 0:00,10.52909657
7/6/21 0:00,9.948084375
7/7/21 0:00,9.799142618
7/8/21 0:00,10.46475156
7/9/21 0:00,10.85265044
7/10/21 0:00,11.49667323
7/11/21 0:00,11.62819361
7/12/21 0:00,12.36149538
7/13/21 0:00,12.57754628
7/14/21 0:00,11.85584233
7/15/21 0:00,10.47969881
7/16/21 0:00,10.82440617
7/17/21 0:00,11.04885854
7/18/21 0:00,11.26453906
7/19/21 0:00,12.06762719
7/20/21 0:00,13.3663884
7/21/21 0:00,13.72476139
7/22/21 0:00,12.80315344
7/23/21 0:00,12.40538316
7/24/21 0:00,12.33676913
7/25/21 0:00,12.64196014
7/26/21 0:00,13.17168479
7/27/21 0:00,13.46377639
7/28/21 0:00,14.24233802
7/29/21 0:00,14.37067045
7/30/21 0:00,14.94805104
7/31/21 0:00,14.68926462
8/1/21 0:00,13.19356333
8/2/21 0:00,12.02003396
8/3/21 0:00,12.14303778
8/4/21 0:00,10.38958116
8/5/21 0:00,9.416665899
8/6/21 0:00,10.49717438
8/7/21 0:00,10.91758375
8/8/21 0:00,10.12856097
8/9/21 0:00,10.45449005
8/10/21 0:00,11.34709967
8/11/21 0:00,11.42653285
8/12/21 0:00,11.72553589
8/13/21 0:00,13.0181584
8/14/21 0:00,13.65809267
8/15/21 0:00,13.40359965
8/16/21 0:00,12.95423361
8/17/21 0:00,13.15072993
8/18/21 0:00,13.56538688
8/19/21 0:00,13.61950014
8/20/21 0:00,12.83240851
8/21/21 0:00,10.11491964
8/22/21 0:00,10.3527786
8/23/21 0:00,11.02533519
8/24/21 0:00,12.08285431
8/25/21 0:00,12.92230615
8/26/21 0:00,13.40477142
8/27/21 0:00,13.66981896
8/28/21 0:00,13.11935056
8/29/21 0:00,13.52598809
8/30/21 0:00,14.46032667
8/31/21 0:00,14.46069674
9/1/21 0:00,14.27228476
9/2/21 0:00,13.3280959
9/3/21 0:00,12.85862257
9/4/21 0:00,12.76149313
9/5/21 0:00,12.40836462
9/6/21 0:00,11.6964223
9/7/21 0:00,11.53362592
9/8/21 0:00,11.59667467
9/9/21 0:00,12.77648694
9/10/21 0:00,12.62155649
9/11/21 0:00,13.50041264
9/12/21 0:00,13.32193958
9/13/21 0:00,11.9097625
9/14/21 0:00,10.98315604
9/15/21 0:00,11.14408915
9/16/21 0:00,10.60788947
9/17/21 0:00,10.53111374
9/18/21 0:00,10.85653497
9/19/21 0:00,10.65125672
9/20/21 0:00,9.613555094
9/21/21 0:00,7.776414549
9/22/21 0:00,6.989150031
9/23/21 0:00,6.914331458
9/24/21 0:00,7.394937906
9/25/21 0:00,8.478666003
9/26/21 0:00,9.027477771
9/27/21 0:00,9.160979549
9/28/21 0:00,9.823294799
9/29/21 0:00,9.098196618
9/30/21 0:00,7.761866976
10/1/21 0:00,7.378148486
10/2/21 0:00,6.672855378
10/3/21 0:00,6.425702715
10/4/21 0:00,6.859136167
10/5/21 0:00,7.490668865
10/6/21 0:00,8.117952191
10/7/21 0:00,8.031565948
10/8/21 0:00,6.902043677
10/10/21 0:00,4.810196226
10/11/21 0:00,2.437156059
10/12/21 0:00,2.06826113
10/13/21 0:00,2.036354134
10/14/21 0:00,0.17489921
10/15/21 0:00,0.116984687
10/16/21 0:00,0.237651609
10/17/21 0:00,0.747292206
10/18/21 0:00,1.644753764
10/19/21 0:00,2.87443924
10/20/21 0:00,3.318598313
10/21/21 0:00,3.354948382
10/22/21 0:00,3.801163052
10/23/21 0:00,3.775127045
10/24/21 0:00,2.651672226
10/25/21 0:00,1.266603602
10/26/21 0:00,1.546084539
10/27/21 0:00,0.799957385
10/28/21 0:00,0.111876702
10/29/21 0:00,0.154164219
10/30/21 0:00,0.373925857
10/31/21 0:00,0.553857586
11/1/21 0:00,0.739005412
11/2/21 0:00,0.811119726
11/3/21 0:00,0.863243821
11/4/21 0:00,0.903181722
11/5/21 0:00,0.952479253
11/6/21 0:00,1.237401881
11/7/21 0:00,1.35105624
11/8/21 0:00,1.347587156
11/9/21 0:00,1.479217222
11/10/21 0:00,1.364815469
11/11/21 0:00,0.861854453
11/12/21 0:00,0.204980325
11/13/21 0:00,0.097509489
11/14/21 0:00,0.20071686
11/15/21 0:00,0.240847911
11/16/21 0:00,0.326420365
11/17/21 0:00,0.332178639
11/18/21 0:00,0.203884337
11/19/21 0:00,0.100101476
11/20/21 0:00,0.134173923
11/21/21 0:00,0.20795198
11/22/21 0:00,0.177454531
11/23/21 0:00,0.350225547
11/24/21 0:00,0.460601169
11/25/21 0:00,0.533202808
11/26/21 0:00,0.335876676
11/27/21 0:00,0.679772378
11/28/21 0:00,0.790538689
11/29/21 0:00,0.83696831
11/30/21 0:00,1.028457439
12/1/21 0:00,0.781698752
12/2/21 0:00,0.823300457
12/3/21 0:00,0.998982859
12/4/21 0:00,1.025545347
12/5/21 0:00,0.796892484
12/6/21 0:00,0.452967319
12/7/21 0:00,0.190723208
12/8/21 0:00,0.347154405
12/9/21 0:00,0.39769925
12/10/21 0:00,0.508880199
12/11/21 0:00,0.301380687
12/12/21 0:00,0.239711021
12/13/21 0:00,0.561759092
12/14/21 0:00,0.699803673
12/15/21 0:00,0.748677352
12/16/21 0:00,0.693529026
12/17/21 0:00,0.732571189
12/18/21 0:00,0.688764784
12/19/21 0:00,0.565684734
12/20/21 0:00,0.662103222
12/21/21 0:00,0.805096731
12/22/21 0:00,0.66529349
12/23/21 0:00,0.606240903
12/24/21 0:00,0.646449311
12/25/21 0:00,0.545282681
12/26/21 0:00,0.442784631
12/27/21 0:00,0.385596804
12/28/21 0:00,0.39948442
12/29/21 0:00,0.314042291
12/30/21 0:00,0.427327347
12/31/21 0:00,0.402516894
1/1/22 0:00,0.311298264
1/2/22 0:00,0.300908923
1/3/22 0:00,0.29949432
1/4/22 0:00,0.294910442
1/5/22 0:00,0.22025713
1/6/22 0:00,0.165365327
1/7/22 0:00,0.162247242
1/8/22 0:00,0.133510491
1/9/22 0:00,0.101174154
1/10/22 0:00,0.092896872
1/11/22 0:00,0.092918396
1/12/22 0:00,0.086926352
1/13/22 0:00,0.094136137
1/14/22 0:00,0.105503308
1/15/22 0:00,0.109179077
1/16/22 0:00,0.105284901
1/17/22 0:00,0.102123696
1/18/22 0:00,0.109275304
1/19/22 0:00,0.11711726
1/20/22 0:00,0.136297554
1/21/22 0:00,0.135718688
1/22/22 0:00,0.135090933
1/23/22 0:00,0.132169309
1/24/22 0:00,0.130884275
1/25/22 0:00,0.131339082
1/26/22 0:00,0.137839649
1/27/22 0:00,0.13805497
1/28/22 0:00,0.126546984
1/29/22 0:00,0.103434034
1/30/22 0:00,0.095305338
1/31/22 0:00,0.102748036
2/1/22 0:00,0.094280148
2/2/22 0:00,0.099415765
2/3/22 0:00,0.093189663
2/4/22 0:00,0.085626178
2/5/22 0:00,0.077461667
2/6/22 0:00,0.059072071
2/7/22 0:00,0.062865469
2/8/22 0:00,0.056784312
2/9/22 0:00,0.048567348
2/10/22 0:00,0.059909079
2/11/22 0:00,0.066987676
2/12/22 0:00,0.066312048
2/13/22 0:00,0.073086209
2/14/22 0:00,0.069161415
2/15/22 0:00,0.078005472
2/16/22 0:00,0.08657307
2/17/22 0:00,0.085738295
2/18/22 0:00,0.098002969
2/19/22 0:00,0.072093012
2/20/22 0:00,0.052120314
2/21/22 0:00,0.066169209
2/22/22 0:00,0.087960137
2/23/22 0:00,0.102884717
2/24/22 0:00,0.101053233
2/25/22 0:00,0.100882427
2/26/22 0:00,0.074688382
2/27/22 0:00,0.050007185
2/28/22 0:00,0.047491921
3/1/22 0:00,0.049100346
3/2/22 0:00,0.058110661
3/3/22 0:00,0.092561087
3/4/22 0:00,0.120904608
3/5/22 0:00,0.152098445
3/6/22 0:00,0.164924099
3/7/22 0:00,0.175348297
3/8/22 0:00,0.144090218
3/9/22 0:00,0.103625081
3/10/22 0:00,0.099196638
3/11/22 0:00,0.112429741
3/12/22 0:00,0.085032569
3/13/22 0:00,0.038885754
3/14/22 0:00,0.039740774
3/15/22 0:00,0.07826074
3/16/22 0:00,0.09525585
3/17/22 0:00,0.138124473
3/29/22 0:00,0.587834995
3/30/22 0:00,0.779387581
3/31/22 0:00,0.558045919
4/1/22 0:00,0.513658203
4/2/22 0:00,0.871942251
4/21/22 0:00,0.951970114
4/22/22 0:00,1.424039017
4/23/22 0:00,2.145442316
4/24/22 0:00,1.746158188
4/25/22 0:00,1.33392067
4/26/22 0:00,1.191345233
4/27/22 0:00,0.964347438
4/28/22 0:00,0.925246566
4/29/22 0:00,1.110366384
4/30/22 0:00,1.376009358
5/1/22 0:00,1.811082213
5/2/22 0:00,2.450804455
5/3/22 0:00,1.755875465
5/4/22 0:00,1.061350606
5/5/22 0:00,0.999828113
5/6/22 0:00,0.894252705
5/7/22 0:00,1.353189244
5/8/22 0:00,1.896223316
5/9/22 0:00,1.437042531
5/10/22 0:00,1.128979321
5/11/22 0:00,1.822168795
5/12/22 0:00,2.523041625
5/13/22 0:00,1.987039486
5/14/22 0:00,1.227073328
