"Date","waterYear","Temperature_C","cond_uScm","wy_doy","ice_or_no","ice_presence","Flow","cumulative_dis","airT_mean","airT_max","airT_min","wind_10m_mean","wind_10m_max","cumulative_water_temp","cumulWaterTemp_3day_slope","cumulWaterTemp_5day_slope","CFDD","temp_5day_mean","temp_7day_mean","z_cond_uScm","CLWD","wind_2day_mean"
2015-12-02,2016,1.1,21.91,63,1,"ice",0.27,70.85,-6.78291666666667,-5.36,-9.79,16.7874383621356,26.0300212600503,196.6,0.849999999999966,0.650000000000023,18,-12.236,-12.9688095238095,0.937075467343175,0,18.1727461609102
2015-12-03,2016,1.2,22.26,64,1,"ice",0.26,71.11,-4.84541666666667,-1.6,-6.57,14.6763003527279,27.2284170957474,197.8,1.14999999999995,0.810000000000005,19,-10.77375,-11.6810119047619,1.04160978242528,0,15.7318693574317
2015-12-04,2016,1.3,22.33,65,1,"ice",0.26,71.37,-0.3725,2.3,-1.85,19.3767651001557,25.6089632637243,199.1,1.24999999999994,1.07,20,-8.376,-9.48541666666667,1.0625166454417,0,17.0265327264418
2015-12-05,2016,1.3,22.46,66,1,"ice",0.24,71.61,-6.44375,-1.41,-10.26,14.9466591728375,21.4415687359851,200.4,1.29999999999997,1.22999999999999,21,-6.47516666666667,-8.66928571428571,1.10134367675792,0,17.1617121364966
2015-12-06,2016,1.2,22.87,67,1,"ice",0.24,71.85,-1.92958333333333,1.89,-8.11,15.4950242344593,24.6804764000311,201.6,1.24999999999996,1.25999999999999,22,-4.07483333333334,-7.17904761904762,1.22379816013981,0,15.2208417036484
2015-12-07,2016,1.3,22.82,68,1,"ice",0.25,72.1,-2.11291666666667,-0.35,-4.4,30.3683581367254,35.5308170745855,202.9,1.24999999999998,1.27000000000001,23,-3.14083333333334,-5.20261904761905,1.20886468655665,0,22.9316911855923
2015-12-08,2016,1.2,22.77,69,1,"ice",0.25,72.35,-2.60625,-1.5,-3.9,23.8689500909127,35.0125918483381,204.1,1.24999999999998,1.25000000000001,24,-2.693,-3.5847619047619,1.1939312129735,0,27.118654113819
2015-12-09,2016,1.3,23.02,70,1,"ice",0.25,72.6,0.105833333333333,3.14,-2.5,24.8982029704117,34.0301231902442,205.4,1.24999999999997,1.25000000000002,0,-2.59733333333334,-2.60065476190476,1.26859858088929,0,24.3835765306621
2015-12-10,2016,1.5,22.96,71,1,"ice",0.25,72.85,-1.52125,1.32,-4.58,15.833310145929,20.7829908442957,206.9,1.39999999999999,1.30999999999999,1,-1.61283333333334,-2.12577380952381,1.2506784125895,0,20.3657565581703
2015-12-11,2016,1.3,23.47,72,1,"ice",0.26,73.11,-4.86458333333333,-0.45,-9.08,7.3365757073619,18.9584061935497,208.2,1.39999999999997,1.34,2,-2.19983333333334,-2.7675,1.40299984313771,1,11.5849429266454
2015-12-12,2016,1,24.79,73,1,"ice",0.24,73.35,-8.77125,-5.95,-11.16,0.742699521322041,3.54120571269038,209.2,1.14999999999995,1.3,3,-3.5315,-3.1,1.79724354573309,2,4.03963761434194
2015-12-13,2016,0.7,24.89,74,1,"ice",0.23,73.58,-5.53666666666667,-0.53,-9.87,7.88269152736268,13.5170413179523,209.9,0.849999999999941,1.13,4,-4.11758333333334,-3.61529761904762,1.8271104928994,3,4.31269552434233
2015-12-14,2016,0.6,24.56,75,1,"ice",0.22,73.8,-4.82166666666667,-0.79,-10.65,7.66496495682236,18.3969955317817,210.5,0.649999999999987,0.890000000000003,5,-5.10308333333334,-4.0022619047619,1.72854956725056,4,7.77382824209248
2015-12-15,2016,0.6,23.96,76,1,"ice",0.21,74.01,-13.2420833333333,-8.51,-16.92,5.10172941912736,14.9421606901326,211.1,0.599999999999931,0.709999999999997,6,-7.44725,-5.52166666666667,1.54934788425266,5,6.38334718797483
2016-10-01,2017,8.5,15.4,1,0,"no ice",1.65,1.65,6.59,12.4,1.47,4.55426405426898,8.46434536204043,8.5,NA,NA,0,-5.15633333333334,-4.59535714285714,-1.30107471236897,1,4.82799673669814
2016-10-02,2017,8.4,15.35,2,0,"no ice",1.57,3.22,8.14125,11.91,5.83,7.9821079987108,15.8490548360655,16.9,NA,NA,0,-1.77383333333334,-3.215,-1.31680167075241,2,6.26818602648985
2016-10-03,2017,6.3,15.44,3,0,"no ice",1.45,4.67,3.88291666666667,7.75,-2.54,14.4419293953521,35.0881663604992,23.2,7.35,NA,0,0.110083333333331,-1.96535714285714,-1.28849314566222,0,11.2120186970314
2016-10-04,2017,1.8,15.55,4,0,"no ice",0.9,5.57,-3.4025,-1.96,-4.75,20.8014346243007,28.0381440117589,25,4.05,NA,1,0.393916666666664,-1.19839285714286,-1.25389383721865,0,17.6216820098264
2016-10-05,2017,0.5,15.82,5,0,"no ice",0.88,6.45,-1.60041666666667,1.74,-4.47,8.22277683207693,21.3228087883034,25.5,1.15,4.21,2,2.72225,-0.636071428571429,-1.16896826194807,1,14.5121057281888
2016-10-06,2017,0.7,15.8,6,0,"no ice",1.03,7.48,-3.59583333333333,-1.96,-4.35,7.60648467921097,16.1729456,26.2,0.599999999999995,2.09,3,0.685083333333331,-0.460952380952381,-1.17525904530145,2,7.91463075564392
2016-10-07,2017,1.4,15.91,7,0,"no ice",1.12,8.6,-0.693333333333333,3.79,-4.51,15.8976384510262,21.08528889294,27.6,1.04999999999999,1,4,-1.08183333333334,1.33172619047619,-1.14065973685788,0,11.7520615651185
2016-10-08,2017,2.7,16.08,8,0,"no ice",1.18,9.78,4.13041666666667,9.76,-1.38,9.47380491753476,22.4780191884798,30.3,2.05,1.27,0,-1.03233333333334,0.980357142857142,-1.08718807835418,1,12.6857216842804
2016-10-09,2017,4.1,15.94,9,0,"no ice",1.26,11.04,5.85416666666667,10.25,-1.73,10.403641325888,18.1918647130588,34.4,3.4,2.19,0,0.818999999999997,0.653630952380952,-1.13122356182782,0,9.93872312171136
2016-10-10,2017,3.9,16.08,10,0,"no ice",1.32,12.36,5.30875,7.97,3.49,15.6965562668833,23.7843786129784,38.3,3.99999999999999,3.1,0,2.20083333333333,0.857321428571428,-1.08718807835418,0,13.0500987963856
2016-10-11,2017,3,15.87,11,0,"no ice",1.43,13.79,2.425,5.18,-0.21,15.2727991808103,25.6197596226045,41.3,3.44999999999999,3.54,0,3.405,1.68982142857143,-1.15324130356463,0,15.4846777238468
2016-10-12,2017,2.1,15.73,12,0,"no ice",1.51,15.3,1.36708333333333,4.69,-1.87,8.49178610752748,21.4955505303858,43.4,2.54999999999999,3.31,0,3.81708333333333,2.11375,-1.19727678703826,1,11.8822926441688
2016-10-13,2017,2.6,15.89,13,0,"no ice",1.44,16.74,5.21083333333333,8.41,2.37,14.173369968198,24.5509200934693,46,2.35,2.83,0,4.03316666666666,3.37184523809524,-1.14695052021125,0,11.3325780378627
2016-10-14,2017,2.9,16.12,14,0,"no ice",1.25,17.99,7.82791666666667,11.21,5.51,25.0133641321692,30.7696228084378,48.9,2.74999999999999,2.59,0,4.42791666666666,4.58916666666667,-1.07460651164743,0,19.5933670501836
2016-10-15,2017,3,16.31,15,0,"no ice",1.35,19.34,8.31708333333333,11.41,6.43,16.0105503709811,24.7884399888327,51.9,2.94999999999999,2.67,0,5.02958333333333,5.1872619047619,-1.01484406979036,0,20.5119572515751
2016-10-16,2017,3.3,16.46,16,0,"no ice",1.34,20.68,8.50041666666667,10.32,6.56,14.5444948047136,22.5535937006409,55.2,3.14999999999999,2.95,0,6.24466666666666,5.56529761904762,-0.967663194640037,0,15.2775225878473
2016-10-17,2017,2.6,16.65,17,0,"no ice",1.28,21.96,3.83916666666667,8.22,-1.37,17.7046790185919,26.3107265909343,57.8,2.94999999999999,2.98999999999999,0,6.73908333333333,5.35535714285714,-0.907900752782965,0,16.1245869116527
2016-10-18,2017,1.4,16.79,18,0,"no ice",1.15,23.11,-0.135,3.51,-1.68,11.2007724898798,22.7263354427233,59.2,1.99999999999999,2.65,1,5.66991666666666,4.98964285714286,-0.863865269309333,0,14.4527257542358
2016-10-19,2017,0.8,16.8,19,0,"no ice",1.15,24.26,-4.25125,-2.35,-5.6,10.4958602246663,16.658781752077,60,1.09999999999999,2.02,2,3.25408333333333,4.18702380952381,-0.860719877632644,0,10.848316357273
2016-10-20,2017,0.3,17.43,20,0,"no ice",0.98,25.24,-0.615416666666666,3.7,-6.47,14.94935826271,25.371443368361,60.3,0.549999999999989,1.24,3,1.46758333333333,3.35470238095238,-0.662560202001299,0,12.7226092436881
2016-10-21,2017,0.5,17.64,21,0,"no ice",1,26.24,5.68,8.82,2.71,20.5999025916198,29.2257434885758,60.8,0.399999999999988,0.709999999999997,0,0.903499999999998,3.04785714285714,-0.59650697679085,0,17.7746304271649
2016-10-22,2017,0.9,17.63,22,0,"no ice",0.98,27.22,7.52833333333333,10.43,5.14,20.2503704728748,26.2999302320542,61.7,0.699999999999993,0.579999999999999,0,1.64133333333333,2.93517857142857,-0.599652368467538,0,20.4251365322472
2016-10-23,2017,1.2,17.58,23,0,"no ice",0.98,28.2,7.775,10.45,5.84,12.9601291391509,17.9759375354557,62.9,1.04999999999999,0.719999999999996,0,3.22333333333333,2.83154761904762,-0.615379326850979,0,16.6052498060128
2016-10-24,2017,1.9,17.46,24,0,"no ice",0.99,29.19,7.96333333333333,9.69,6.91,12.9862203396781,19.7897258273216,64.8,1.55,1.11,0,5.66625,3.42071428571429,-0.653124026971234,0,12.9731747394145
2016-10-25,2017,2.2,17.41,25,0,"no ice",1.01,30.2,4.02291666666667,7.13,2.28,17.5557792357031,24.0434912261021,67,2.04999999999999,1.55,0,6.59391666666667,4.01470238095238,-0.668850985354675,0,15.2709997876906
2016-10-26,2017,2,17.5,26,0,"no ice",0.97,31.17,4.6275,8.72,1.7,13.8247375461637,17.3821377970473,69,2.09999999999999,1.87,0,6.38341666666667,5.28309523809524,-0.640542460264482,0,15.6902583909334
2016-10-27,2017,2.3,17.58,27,0,"no ice",0.96,32.13,8.24666666666667,12.52,5.19,16.9561314695679,20.7290090498949,71.3,2.14999999999999,2.1,0,6.52708333333333,6.54910714285714,-0.615379326850979,0,15.3904345078658
2016-10-28,2017,2.9,17.58,28,0,"no ice",0.91,33.04,8.08291666666667,9.2,7.06,20.4163644906571,28.7938891333697,74.2,2.59999999999999,2.31,0,6.58866666666666,6.89238095238095,-0.615379326850979,0,18.6862479801125
2016-10-29,2017,3.2,17.48,29,0,"no ice",0.91,33.95,5.42833333333333,8.15,2.95,19.4069049353628,27.6818641687138,77.4,3.04999999999999,2.6,0,6.08166666666666,6.59238095238095,-0.646833243617858,0,19.9116347130099
2016-10-30,2017,3.1,17.49,30,0,"no ice",0.91,34.86,6.55458333333333,8.23,5.3,21.2571309384491,27.692660527594,80.5,3.14999999999999,2.91,0,6.588,6.41803571428571,-0.643687851941171,0,20.3320179369059
2016-10-31,2017,2.5,17.6,31,0,"no ice",0.85,35.71,5.59083333333333,7.06,3.89,20.2530695625948,32.961283661109,83,2.79999999999999,2.97,0,6.78066666666666,6.07910714285714,-0.609088543497602,0,20.7551002505219
2016-11-01,2017,1.9,17.69,32,0,"no ice",0.82,36.53,3.75583333333333,7.1,-0.12,7.91103196962773,18.2782355841,84.9,2.19999999999998,2.7,0,5.8825,6.04095238095238,-0.58078001840741,1,14.0820507661112
2016-11-02,2017,2.1,17.65,33,0,"no ice",0.83,37.36,-0.13,3.54,-2.56,5.15661091008078,10.5912280614307,87,1.99999999999999,2.36,1,4.23991666666666,5.36130952380952,-0.593361585114162,2,6.53382143985423
2016-11-03,2017,1.9,18.03,34,0,"no ice",0.8,38.16,0.695,7.5,-3.58,5.00771112722943,11.2606023120002,88.9,1.99999999999998,2.08,0,3.29325,4.2825,-0.473836701400017,3,5.08216101865508
2016-11-04,2017,2,18.35,35,0,"no ice",0.78,38.94,0.225833333333333,9.26,-3.76,2.76431772160284,4.0270418622973,90.9,1.94999999999997,1.98,0,2.0275,3.16005952380952,-0.373184167746,4,3.88601442441611
2016-11-05,2017,2.7,18.44,36,0,"no ice",0.81,39.75,1.80166666666667,6.5,-1.57,3.22091373257916,11.3901586185621,93.6,2.34999999999999,2.13,0,1.26966666666666,2.64196428571429,-0.344875642655807,5,2.99261572709097
2016-11-06,2017,2,18.39,37,0,"no ice",0.79,40.54,2.045,3.79,0.57,10.31007288226,13.4846522413119,95.6,2.34999999999998,2.19,0,0.927499999999998,1.9977380952381,-0.360602601039248,0,6.76549330741956
2016-11-07,2017,1,18.44,38,0,"no ice",0.71,41.25,1.09291666666667,5.5,-3.29,8.63213877296948,16.9718761596015,96.6,1.49999999999997,2.01,0,1.17208333333333,1.35517857142857,-0.344875642655807,1,9.47110582761472
2016-11-08,2017,1,18.82,39,0,"no ice",0.64,41.89,1.26291666666667,8.65,-2.01,2.77871286677953,4.09182001557822,97.6,0.999999999999978,1.64000000000001,0,1.28566666666666,0.99904761904762,-0.225350758941663,2,5.70542581987448
2016-11-09,2017,1.4,19.24,40,0,"no ice",0.62,42.51,4.06458333333333,10.04,-0.99,4.80797848795226,9.68433391549778,99,1.2,1.28,0,2.05341666666666,1.59827380952381,-0.0932443085207659,3,3.79334567736587
2016-11-10,2017,1.8,19.27,41,0,"no ice",0.59,43.1,3.78875,8.05,-1.71,5.86017363049004,12.6857216841805,100.8,1.59999999999999,1.28,0,2.45083333333333,2.0402380952381,-0.0838081334907015,4,5.33407605922112
2016-11-11,2017,1.6,19.55,42,0,"no ice",0.54,43.64,-1.19375,5.27,-5.35,2.12238421650287,7.61143301050829,102.4,1.69999999999997,1.48,1,1.80308333333333,1.83744047619048,0.00426283345656369,5,3.99127892349643
2016-11-12,2017,1.8,19.53,43,0,"no ice",0.54,44.18,2.93375,5.83,1.39,13.381187135377,19.0015916290703,104.2,1.69999999999997,1.65999999999999,0,2.17125,1.99916666666667,-0.00202794989681223,0,7.75178567593994
2016-11-13,2017,0.8,19.33,44,0,"no ice",0.51,44.69,0.374166666666667,1.48,-0.47,15.090160776448,18.8828316813887,105,1.29999999999998,1.53999999999999,0,1.9935,1.76047619047619,-0.0649357834305737,0,14.2356739559125
2016-11-14,2017,0.1,19.59,45,0,"no ice",0.4,45.09,2.04375,5.9,-0.64,22.0915995099024,27.5199187855115,105.1,0.449999999999983,1.12,0,1.58933333333333,1.89630952380952,0.0168444001633155,0,18.5908801431752
2016-11-15,2017,0.1,19.72,46,0,"no ice",0.4,45.49,5.51875,9.12,2.84,18.4919135202698,26.2675411554137,105.2,0.0999999999999765,0.649999999999995,0,1.93533333333333,2.50428571428571,0.0577344919602596,0,20.2917565150861
2016-11-16,2017,0.1,19.88,47,0,"no ice",0.42,45.91,6.13375,8.32,3.76,12.2376727906124,17.7708067167328,105.3,0.0999999999999791,0.239999999999995,0,3.40083333333333,2.79988095238095,0.108060758787268,0,15.3647931554411
2016-11-17,2017,-0.1,20.21,48,0,"no ice",0.44,46.35,-5.99041666666667,3.06,-11.82,4.29695083430113,13.0851869627462,105.2,-1.52352461388305e-14,0.0599999999999992,1,1.616,1.40285714285714,0.211858684117974,1,8.26731181245676
2016-11-18,2017,-0.1,20.14,49,0,"no ice",0.45,46.8,-11.2720833333333,-6.03,-13.82,12.230025369772,18.6453117860253,105.1,-0.100000000000012,2.66103977254918e-15,2,-0.713250000000002,-0.0369047619047613,0.189840942381157,0,8.26348810203654
2016-11-19,2017,0,20.3,50,0,"no ice",0.37,47.17,0.417083333333334,3.15,-4.13,24.9683793036422,29.8303395858644,105.1,-0.0500000000000235,-0.0400000000000008,0,-1.03858333333334,-0.396428571428571,0.240167209208166,0,18.5992023367071
2016-11-20,2017,0.2,20.63,51,0,"no ice",0.4,47.57,1.59458333333333,3.41,0.33,16.441505029751,26.148781207732,105.3,0.0999999999999946,-0.00999999999999307,0,-1.82341666666667,-0.222083333333333,0.34396513453887,0,20.7049421666966
2016-11-21,2017,0.5,20.75,52,0,"no ice",0.41,47.98,0.210833333333333,2.22,-2.29,9.21829109040316,22.8235026726447,105.8,0.34999999999999,0.140000000000008,0,-3.008,-0.483928571428571,0.381709834659127,1,12.8298980600771
2016-11-22,2017,0.5,20.96,53,0,"no ice",0.43,48.41,-3.55833333333333,-1.74,-6.29,7.34467297650472,17.0042652362419,106.3,0.499999999999977,0.310000000000012,1,-2.52158333333333,-1.78065476190476,0.447763059869576,2,8.28148203345392
2016-11-23,2017,0.3,20.96,54,1,"ice",0.39,48.8,-4.10833333333333,-0.76,-6.74,14.2071085897118,21.1284743284606,106.6,0.399999999999994,0.400000000000005,2,-1.08883333333334,-3.24380952380952,0.447763059869576,0,10.7758907831082
2016-11-24,2017,0.3,20.91,55,1,"ice",0.37,49.17,-8.30791666666667,-4.84,-11.02,13.2772721811852,19.6061877263589,106.9,0.299999999999977,0.400000000000001,3,-2.83383333333334,-3.57488095238095,0.432036101486135,0,13.7421903854485
2016-11-25,2017,0.5,21.17,56,1,"ice",0.31,49.48,-2.985,0.43,-7.13,15.6857599080116,19.9300784927636,107.4,0.399999999999976,0.380000000000006,4,-3.74975,-2.3910119047619,0.513816285080025,0,14.4815160445984
2016-11-26,2017,0.7,21.53,57,1,"ice",0.29,49.77,-2.99416666666667,2.6,-7.58,11.5615508157896,21.4739578126255,108.1,0.599999999999986,0.439999999999996,5,-4.39075,-2.87833333333333,0.627050385440794,0,13.6236553619006
2016-11-27,2017,0.7,21.93,58,1,"ice",0.32,50.09,-5.05916666666667,1.79,-9.62,19.5252150347578,26.289133873174,108.8,0.699999999999979,0.559999999999992,6,-4.69091666666667,-3.82886904761905,0.752866052508314,0,15.5433829252737
2016-11-28,2017,0.4,22.5,59,1,"ice",0.32,50.41,-11.0741666666667,-9.9,-11.96,23.7115031904153,30.013877686827,109.2,0.549999999999994,0.600000000000001,7,-6.08408333333333,-5.4410119047619,0.932153378079532,0,21.6183591125865
2016-11-29,2017,0.7,23.18,60,1,"ice",0.33,50.74,-12.985,-12.03,-14.06,12.6173447446006,18.7424790159467,109.9,0.549999999999993,0.610000000000006,8,-7.0195,-6.78767857142857,1.14604001209432,0,18.164423967508
2016-11-30,2017,0.4,23.98,61,1,"ice",0.32,51.06,-14.3804166666667,-13.47,-15.28,20.500486120265,24.1730475326639,110.3,0.549999999999971,0.550000000000002,9,-9.29858333333333,-8.25511904761905,1.39767134622936,0,16.5589154324328
2016-12-01,2017,0.3,24.16,62,1,"ice",0.32,51.38,-11.3691666666667,-7.97,-14.27,12.0806757386052,24.3673819925067,110.6,0.349999999999985,0.470000000000005,10,-10.9735833333333,-8.69244047619047,1.45428839640974,0,16.2905809294351
2016-12-02,2017,0.3,24.23,63,1,"ice",0.34,51.72,-12.8120833333333,-10.58,-15.31,2.18446328006879,8.8206252050855,110.9,0.299999999999965,0.410000000000004,11,-12.5241666666667,-10.0963095238095,1.47630613814656,1,7.13256950933697
2016-12-03,2017,0.3,24.29,64,1,"ice",0.4,52.12,-11.84125,-10.52,-13.04,22.5396484035914,34.5483484164915,111.2,0.299999999999971,0.319999999999992,12,-12.6775833333333,-11.3601785714286,1.49517848820669,0,12.3620558418301
2016-12-04,2017,0.3,24.36,65,1,"ice",0.42,52.54,-9.22125,-5.38,-13.49,22.6021773154987,29.8951177391453,111.5,0.299999999999963,0.299999999999994,13,-11.9248333333333,-11.9547619047619,1.51719622994351,0,22.570912859545
2016-12-05,2017,0.3,24.42,66,1,"ice",0.38,52.92,-9.50625,-4.4,-18.36,15.5031215035691,22.1217393454347,111.8,0.299999999999969,0.300000000000001,14,-10.95,-11.7307738095238,1.53606858000363,0,19.0526494095338
2016-12-06,2017,0.3,24.49,67,1,"ice",0.39,53.31,-16.7483333333333,-12.03,-19.56,7.82511094667799,13.9488956731585,112.1,0.299999999999961,0.300000000000002,15,-12.0258333333333,-12.2683928571429,1.55808632174045,1,11.6641162251235
2016-12-07,2017,0.3,24.56,68,1,"ice",0.4,53.71,-18.8925,-17.34,-20.72,4.87905451724661,11.4765294896033,112.4,0.299999999999967,0.299999999999997,16,-13.2419166666667,-12.9129761904762,1.58010406347727,2,6.35208273196227
2016-12-08,2017,0.3,24.62,69,1,"ice",0.39,54.1,-15.3658333333333,-10.15,-20.12,20.5994527433331,26.8937299704626,112.7,0.299999999999959,0.299999999999998,17,-13.9468333333333,-13.4839285714286,1.59897641353739,0,12.7392536302898
2016-12-09,2017,0.3,24.69,70,1,"ice",0.31,54.41,-6.54916666666667,-4.43,-9.31,22.8280011555536,30.7264373729172,113,0.299999999999965,0.299999999999999,18,-13.4124166666667,-12.5892261904762,1.62099415527421,0,21.7137269494433
2016-12-10,2017,0.3,24.75,71,1,"ice",0.37,54.78,-3.12083333333333,-1.68,-4.32,24.9018017570427,30.9639572682805,113.3,0.299999999999985,0.300000000000005,19,-12.1353333333333,-11.3434523809524,1.63986650533434,0,23.8649014562981
2016-12-11,2017,0.3,24.82,72,1,"ice",0.39,55.17,-7.40958333333333,-2.77,-10.51,13.5593270568996,23.5360623587349,113.6,0.299999999999963,0.299999999999995,20,-10.2675833333333,-11.0846428571429,1.66188424707115,0,19.2305644069711
2016-12-12,2017,0.2,24.89,73,1,"ice",0.41,55.58,-7.94333333333333,-6.39,-10.47,11.5008212970861,16.1513528847098,113.8,0.249999999999992,0.279999999999997,21,-8.07775,-10.861369047619,1.68390198880797,0,12.5300741769928
2016-12-13,2017,0.2,24.95,74,1,"ice",0.38,55.96,-10.7929166666667,-7.9,-13.7,12.0365906065011,16.2269273968709,114,0.199999999999969,0.249999999999994,22,-7.16316666666667,-10.0105952380952,1.7027743388681,0,11.7687059517936
2016-12-14,2017,0.2,25.02,75,1,"ice",0.38,56.34,-6.98458333333333,-2.96,-10.15,14.6227684065947,21.0636961751797,114.2,0.199999999999987,0.220000000000002,23,-7.25025,-8.30946428571428,1.72479208060492,0,13.3296795065479
2016-12-15,2017,0.2,25.08,76,1,"ice",0.46,56.8,-1.50583333333333,-0.26,-3.07,21.1986506611816,24.810032706593,114.4,0.19999999999999,0.200000000000004,24,-6.92725,-6.32946428571428,1.74366443066504,0,17.9107095338881
2017-10-01,2018,3.1,16.75,1,0,"no ice",4.6,4.6,0.528333333333333,3.43,-2.51,11.8926391547945,18.8720353225085,3.1,NA,NA,0,-5.33966666666667,-5.31839285714286,-1.92117442486915,0,16.545644907988
2017-10-02,2018,1.4,17.05,2,0,"no ice",5.32,9.92,-2.765,-0.84,-3.97,5.74096383454804,13.1175760393866,4.5,NA,NA,1,-4.304,-5.26755952380952,-1.81201134634894,1,8.81680149467124
2017-10-03,2018,1.8,17.57,3,0,"no ice",5.17,15.09,-1.03875,2.46,-4.03,6.6928428091383,16.237723755751,6.3,1.6,NA,2,-2.35316666666667,-4.35744047619047,-1.62279534358059,2,6.21690332184315
2017-10-04,2018,3.1,17.5,4,0,"no ice",5.37,20.46,3.23583333333333,12.71,-2.45,3.11609908176288,9.60875940333671,9.4,2.45,NA,0,-0.309083333333337,-2.76041666666666,-1.64826672856864,3,4.90447094545057
2017-10-05,2018,4.4,17.38,5,0,"no ice",6.7,27.16,4.285,9.44,0.08,2.86103510323755,6.11073912616694,13.8,3.75,2.63,0,0.84908333333333,-0.60642857142857,-1.69193195997672,4,2.98856709250019
2017-10-06,2018,3.6,17.52,6,0,"no ice",7.15,34.31,1.31208333333333,5.29,-1.88,9.82603612575923,22.2620920108767,17.4,4,3.33,0,1.00583333333333,0.578809523809526,-1.64098919000063,5,6.34353561449837
2017-10-07,2018,1.6,17.76,7,0,"no ice",5.49,39.8,2.76416666666667,8.3,-1.74,27.0529762637648,32.8857091489479,19,2.6,3.34,0,2.11166666666666,1.18880952380953,-1.55365872718446,0,18.439506194762
2017-10-08,2018,2,18.05,8,0,"no ice",5.25,45.05,4.64375,9.33,-3.42,16.6866723458507,32.4322620759814,21,1.8,2.84,0,3.24816666666666,1.77672619047619,-1.44813441794827,0,21.8698243048077
2017-10-09,2018,1.3,18.22,9,0,"no ice",5.55,50.6,-7.31125,-4.5,-9.57,4.64648295302653,9.75990842765886,22.3,1.65,2.06,1,1.13875,1.12726190476191,-1.38627534012015,1,10.6665776494386
2017-10-10,2018,0.9,18.55,10,0,"no ice",4.95,55.55,-0.834166666666667,7.11,-10.28,8.83232126066522,17.7060285634519,23.2,1.1,1.49,2,0.114916666666663,1.1564880952381,-1.26619595374793,2,6.73940210684586
2017-10-11,2018,1.6,18.87,11,0,"no ice",4.58,60.13,6.19625,9.67,3.69,17.3749402244605,20.8693617153369,24.8,1.25,1.38,0,1.09175,1.57940476190476,-1.14975533665971,0,13.1036307425629
2017-10-12,2018,2.2,18.93,12,0,"no ice",4.17,64.3,6.75208333333333,9.74,4.87,16.0600336825152,23.9031385606601,27,1.9,1.45,0,1.88933333333333,1.93184523809524,-1.12792272095567,0,16.7174869534878
2017-10-13,2018,2.7,18.94,13,0,"no ice",3.99,68.29,3.70208333333333,6.97,-1.51,10.2151548937632,16.5616145221556,29.7,2.45,1.86,0,1.701,2.27327380952381,-1.12428395167167,0,13.1375942881391
2017-10-14,2018,1.1,19.2,14,0,"no ice",3.28,71.57,-1.91458333333333,4.31,-7.78,16.6065993508338,28.9342417988117,30.8,1.89999999999999,2.01,1,2.78033333333333,1.60488095238095,-1.02967595028749,0,13.4108771222985
2017-10-15,2018,0.2,19.8,15,0,"no ice",2.86,74.43,1.24041666666667,6.03,-5.42,13.3676916867769,18.418588249542,31,0.649999999999994,1.62,0,3.19525,1.11869047619048,-0.811349793247085,0,14.9871455188053
2017-10-16,2018,0.6,19.96,16,0,"no ice",3.01,77.44,5.89083333333333,10.44,3.54,17.528338490216,26.7965627405412,31.6,0.399999999999995,1.05,0,3.13416666666666,3.00470238095238,-0.753129484702976,0,15.4480150884964
2017-10-17,2018,0.9,19.96,17,0,"no ice",2.84,80.28,6.37791666666667,9.69,3.82,15.647522803636,19.4874277786773,32.5,0.749999999999996,0.640000000000002,0,3.05933333333333,4.035,-0.753129484702976,0,16.587930646926
2017-10-18,2018,0.9,19.94,18,0,"no ice",2.63,82.91,6.90791666666667,11.08,3.69,13.8598257124017,24.2162329681845,33.4,0.899999999999991,0.670000000000002,0,3.7005,4.13666666666667,-0.76040702327099,0,14.7536742580188
2017-10-19,2018,1.6,19.94,19,0,"no ice",2.53,85.44,8.07333333333333,12.29,4.3,9.95559243233575,14.0784519797203,35,1.24999999999999,0.980000000000002,0,5.69808333333333,4.32541666666667,-0.76040702327099,1,11.9077090723687
2017-10-20,2018,2.2,19.84,20,0,"no ice",2.45,87.89,6.19,8.51,3.6,16.2494198112045,21.0528998162995,37.2,1.9,1.37,0,6.688,4.68083333333333,-0.796794716111058,0,13.1025061217701
2017-10-21,2018,0.4,20.2,21,0,"no ice",1.97,89.86,-5.96041666666667,1.04,-9.34,23.7151019768721,31.43899706,37.6,1.29999999999999,1.4,1,4.31775,4.10285714285714,-0.665799021886815,0,19.9822608940383
2017-10-22,2018,0.1,20.84,22,0,"no ice",1.95,91.81,-0.752916666666667,3.62,-5.57,28.4164664207607,34.60233021,37.7,0.249999999999995,1.12,2,2.89158333333333,3.81809523809524,-0.432917787710382,0,26.0657841988164
2017-10-23,2018,0.3,20.86,23,0,"no ice",1.9,93.71,1.71166666666667,3.93,-0.68,17.6205573888222,29.3229107184972,38,0.199999999999992,0.649999999999999,0,1.85233333333333,3.22107142857143,-0.425640249142368,0,23.0185119047914
2017-10-24,2018,0.3,21.03,24,0,"no ice",1.85,95.56,1.67708333333333,6.19,-1.52,9.91465623827439,14.4239354638852,38.3,0.299999999999993,0.259999999999999,0,0.57308333333333,2.54952380952381,-0.363781171314253,1,13.7676068135483
2017-10-25,2018,0.5,21.04,25,0,"no ice",1.88,97.44,6.19541666666667,12.11,2.8,13.5260382836858,30.7480300906775,38.8,0.399999999999991,0.300000000000001,0,0.574166666666663,2.4477380952381,-0.360142402030247,0,11.7203472609801
