"Date","waterYear","Temperature_C","cond_uScm","wy_doy","ice_or_no","ice_presence","Flow","cumulative_dis","airT_mean","airT_max","airT_min","wind_10m_mean","wind_10m_max","cumulative_water_temp","cumulWaterTemp_3day_slope","cumulWaterTemp_5day_slope","CFDD","temp_5day_mean","temp_7day_mean","z_cond_uScm","CLWD","wind_2day_mean"
2013-11-21,2014,1.8,22.23,52,1,"ice",1.06,107.81,-10.08375,-3.19,-15.85,3.61857961799815,9.63035212109702,115.9,1.89999999999998,1.8,8,-4.46108333333333,-4.39523809523809,0.483405934055943,1,8.76102030710131
2013-11-22,2014,1.6,22.25,53,1,"ice",1.08,108.89,-8.91833333333333,-2.92,-13.71,2.45347255550843,3.59518750709115,117.5,1.69999999999997,1.82,9,-4.84225,-5.32869047619047,0.519266208324612,2,3.03602608675329
2013-11-23,2014,1.6,22.26,54,1,"ice",1.09,109.98,-8.63875,-6.56,-10.28,2.30007428975939,3.91907827349576,119.1,1.59999999999997,1.73999999999999,10,-6.32116666666667,-5.69464285714286,0.537196345458949,3,2.37677342263391
2013-11-24,2014,1.6,22.27,55,1,"ice",1.11,111.09,-3.43875,0.35,-9.37,4.84171710943488,9.554777609,120.7,1.59999999999998,1.63999999999999,11,-6.79325,-5.18410714285714,0.555126482593281,4,3.57089569959713
2013-11-25,2014,1.5,22.28,56,1,"ice",1.08,112.17,-6.22458333333333,-2.93,-9.94,3.64557051520816,7.48187670394645,122.2,1.54999999999998,1.57999999999999,12,-7.46083333333333,-5.89559523809524,0.573056619727618,5,4.24364381232152
2013-11-26,2014,1,22.29,57,1,"ice",1.04,113.21,-4.91041666666667,-1.24,-7.79,7.56060015413081,13.35509593475,123.2,1.24999999999998,1.45,13,-6.42616666666667,-6.44303571428571,0.590986756861949,6,5.60308533466948
2013-11-27,2014,0.7,22.3,58,1,"ice",1.01,114.22,-1.56458333333333,2.2,-4.34,10.3136716685534,17.8679739466542,123.9,0.849999999999986,1.21000000000001,14,-4.95541666666667,-6.25416666666667,0.608916893996287,0,8.9371359113421
2013-11-28,2014,1.1,22.31,59,1,"ice",0.98,115.2,-1.40833333333333,5.04,-7.9,6.58083058571488,13.8085430077165,125,0.899999999999982,1.03,15,-3.50933333333333,-5.01482142857143,0.626847031130618,1,8.44725112713414
2013-11-29,2014,0.6,22.32,60,1,"ice",0.95,116.15,-1.7825,0.68,-3.54,18.8180535281077,24.5833091701098,125.6,0.849999999999988,0.859999999999997,16,-3.17808333333333,-3.99541666666667,0.644777168264956,0,12.6994420569113
2013-11-30,2014,0.7,22.33,61,1,"ice",0.91,117.06,-3.55083333333333,-1,-4.84,17.739317336675,22.3268701641577,126.3,0.649999999999972,0.790000000000008,17,-2.64333333333333,-3.26857142857143,0.662707305399287,0,18.2786854323913
2013-12-01,2014,0.7,22.34,62,1,"ice",0.88,117.94,-4.92083333333333,-3.62,-6.19,29.162764728519,36.7508056280429,127,0.699999999999982,0.75,18,-2.64541666666667,-3.48029761904762,0.680637442533625,0,23.451041032597
2013-12-02,2014,0.6,22.35,63,1,"ice",0.85,118.79,-4.23625,-3.77,-4.7,25.1487684664578,30.9423645505202,127.6,0.64999999999998,0.659999999999993,19,-3.17975,-3.19625,0.698567579667962,0,27.1557665974884
