"","Date","waterYear","airT_mean","airT_max","airT_min","wind_10m_mean","wind_10m_max"
"86",1992-03-11,1992,-4.96458333333333,0.78,-9.17,9.17645519983725,15.4495895574998
"87",1992-03-12,1992,-2.715,2.07,-5.66,9.96503924638648,13.8733211609974
"88",1992-03-13,1992,-1.2,3.9,-3.97,16.0186476401121,23.9355276373005
"89",1992-03-14,1992,-1.11291666666667,2.7,-3.21,12.7203600022543,20.3619328479697
"90",1992-03-15,1992,0.333333333333333,3.45,-1.71,15.8378086288987,22.348462881918
"91",1992-03-16,1992,-0.564166666666666,3.49,-3.15,16.2683134392448,26.4186901797359
"92",1992-03-17,1992,-1.75083333333333,4.4,-6.62,6.11838654705899,12.4589981476973
"93",1992-03-18,1992,-5.29333333333333,-1.18,-7.49,11.5588517260834,17.5764722568901
"94",1992-03-19,1992,-7.455,-5.62,-8.58,16.4149639807002,26.0408176189305
"95",1992-03-20,1992,-6.05833333333333,-2.64,-9.04,21.2044986886404,28.6427401090475
"96",1992-03-21,1992,-6.45708333333333,-3.24,-11.19,11.8899400650558,23.5144696409746
"97",1992-03-22,1992,-6.53666666666667,-0.73,-12.38,10.5894286682936,16.5292254455152
"98",1992-03-23,1992,-3.67958333333333,0.97,-5.43,16.0735291310697,24.3781783513868
"99",1992-03-24,1992,-4.37875,0.13,-6.44,10.7468755686099,16.4212618567136
"100",1992-03-25,1992,-4.88208333333333,-2.61,-6.86,20.3583340616564,28.394423854804
"101",1992-03-26,1992,-1.14708333333333,5.92,-4.29,9.39733070860037,24.9179962953945
"102",1992-03-27,1992,0.137083333333333,5.47,-2.81,10.8570883988545,22.6615572894424
"103",1992-03-28,1992,-2.16083333333333,1.49,-4.19,3.89838525229996,6.53179712249293
"104",1992-03-29,1992,-2.74541666666667,4.06,-6.08,4.05088382150658,8.88540335836642
"105",1992-03-30,1992,-1.00166666666667,6.26,-6.33,6.95375481541307,11.7680311793674
"106",1992-03-31,1992,-5.89208333333333,-0.46,-12.77,4.53222148820289,7.58984029274798
"107",1992-04-01,1992,-6.28708333333333,4.59,-15.6,5.67978446755087,9.70592663325809
"108",1992-04-02,1992,-2.14208333333333,2.08,-6.45,7.83680700211587,15.0717169966944
"109",1992-04-03,1992,1.89,8.78,-2.7,13.35644547961,26.429486538616
"110",1992-04-04,1992,3.27208333333333,9.86,-1.92,7.66946343948515,14.6506590003684
"111",1992-04-05,1992,2.205,6.99,0.31,13.5804699263732,18.5913299916245
"112",1992-04-06,1992,0.72,4.21,-1.37,16.2413225420444,25.1339234729976
"113",1992-04-07,1992,0.130416666666667,4.66,-4.11,22.1851679537031,29.3337070773773
"114",1992-04-08,1992,2.36083333333333,5.81,-0.43,20.9035501851241,35.282500820342
"115",1992-04-09,1992,3.48083333333333,7.02,-0.04,20.1451059737933,31.7197023898913
"116",1992-04-10,1992,4.32375,8.19,2.04,24.2198317544779,35.3040935381023
"117",1992-04-11,1992,2.42083333333333,5.07,-0.33,14.8733339022662,29.6360051260216
"118",1992-04-12,1992,6.94875,10.51,3.78,18.8873301642436,26.0947994133313
"119",1992-04-13,1992,7.2,11.39,3.7,15.295741443463,25.9436503890091
"120",1992-04-14,1992,3.19125,7.32,-0.28,7.4224967301056,14.0676556208401
"121",1992-04-15,1992,1.85833333333333,8.39,-2.15,5.09948017771941,10.4940608315093
"122",1992-04-16,1992,0.972916666666667,6.8,-1.22,6.55923786797966,18.7100899393062
"123",1992-04-17,1992,1.51416666666667,4.75,-1.15,24.1190657382849,30.85599368
"124",1992-04-18,1992,-5.695,-3.2,-7.55,14.3524095861416,23.5360623587349
"125",1992-04-19,1992,-5.4325,-3.08,-7.27,9.72302086813161,16.8531162119198
"126",1992-04-20,1992,-4.07208333333333,-0.63,-6.77,12.3127974545285,18.6884972215459
"127",1992-04-21,1992,0.20125,6.64,-4.61,13.3474485138701,21.5819214014271
"128",1992-04-22,1992,0.955833333333333,3.89,-1.51,19.4505402191701,28.254071189362
"129",1992-04-23,1992,-2.88416666666667,-1.67,-4.83,19.5994400019567,30.434935683153
"130",1992-04-24,1992,-0.369166666666667,5.14,-5.32,15.3479238447117,24.4969382990685
"131",1992-04-25,1992,0.565,8.39,-8.1,4.91459253190326,8.42115992651981
"132",1992-04-26,1992,3.37625,9.2,-5.5,6.10983942960053,12.016347433611
"133",1992-04-27,1992,9.05652173913044,13.73,5.33,10.6541285870997,15.6655167351029
"134",1992-04-28,1992,8.56958333333333,14.65,4.72,7.55925060923416,16.1405565258296
"135",1992-04-29,1992,8.58083333333333,15.09,1.44,7.90113530713868,13.4522631646714
"136",1992-04-30,1992,10.7733333333333,14.98,8.5,21.5018484063993,28.7075182623284
"137",1992-05-01,1992,8.88166666666667,12.58,2.95,18.2453966591729,27.3363806845489
"138",1992-05-02,1992,0.0629166666666666,2.25,-1.63,3.60238507967792,5.88401558968371
"139",1992-05-03,1992,3.1825,11.45,-2.47,4.07517562897131,8.3779744909992
"140",1992-05-04,1992,4.17291666666667,12.59,-3.25,3.44178924133563,6.09994276728679
"141",1992-05-05,1992,4.92291666666667,11.01,-1.34,4.48858620441787,7.75178567595029
"142",1992-05-06,1992,7.72333333333333,14.59,-0.68,7.2335604497059,13.6681903422745
"143",1992-05-07,1992,6.97041666666667,11.2,2.29,7.07161506649414,14.0244701853195
"144",1992-05-08,1992,6.22666666666667,11.59,1.27,6.28393071651649,12.7397034785813
"145",1992-05-09,1992,4.54791666666667,11.53,0.13,14.8931272268953,29.1177798997743
"146",1992-05-10,1992,0.01625,4.03,-3.27,15.5773464707583,22.3268701641577
"147",1992-05-11,1992,4.71291666666667,10.02,0.02,21.0699940510297,26.1055957722114
"148",1992-05-12,1992,3.96416666666667,6.45,2.33,15.7928238002314,20.4698964367712
"149",1992-05-13,1992,5.05625,7.81,3.33,19.6408260444328,25.1231271141174
"150",1992-05-14,1992,5.53333333333333,9.94,2.42,8.5885034891808,13.4306704469111
"151",1992-05-15,1992,8.74782608695652,12.67,5.05,12.7134166917426,19.8653003394826
"152",1992-05-16,1992,6.96083333333333,11.57,0.44,9.53228519460229,18.699293580426
"153",1992-05-17,1992,6.21791666666667,14.16,-1.23,5.19844680079947,9.50079581453517
"154",1992-05-18,1992,10.4758333333333,16.15,4.57,6.76391883838766,10.7315807268727
"155",1992-05-19,1992,9.17375,14.57,3.44,5.07878715653293,9.97583560526193
"156",1992-05-20,1992,9.64625,15.02,4.78,6.27673314394881,12.3078491233751
"157",1992-05-21,1992,4.99541666666667,9.54,1.75,6.71533522345554,19.1635370122726
"158",1992-05-22,1992,2.76791666666667,5.99,0.88,4.17864073493467,10.5588389847902
"159",1992-05-23,1992,3.82333333333333,9.91,-0.85,3.84080467160421,6.49940804585247
"160",1992-05-24,1992,5.57666666666667,11.1,-1.12,3.89613601087543,7.22276409082276
"161",1992-05-25,1992,1.315,2.77,-0.09,3.38510835719557,5.07428867367219
"162",1992-05-26,1992,4.56416666666667,9.66,0.42,10.0460119378816,17.2741742082458
"163",1992-05-27,1992,2.43125,6.31,0.74,8.68612056740612,18.0407156887367
"164",1992-05-28,1992,1.95625,6.66,-1.04,4.74005139667411,8.70186525740381
"165",1992-05-29,1992,2.215,6.81,-1.98,3.60013583824754,7.89213834139228
"166",1992-05-30,1992,2.09375,5,0.76,4.88220345527226,6.65055707017462
"167",1992-05-31,1992,1.60826086956522,5.08,-1.67,6.9697537675086,10.1053919118238
"168",1992-06-01,1992,1.09083333333333,6.57,-2.52,3.1498377032294,5.452161234
"169",1992-06-02,1992,6.42916666666667,12.62,0.4,7.3199313207222,11.4657331307231
"170",1992-06-03,1992,9.10833333333333,13.3,5.45,11.4319945092226,18.6561081449054
"171",1992-06-04,1992,7.12875,12.32,1.36,11.6519703213045,23.0826152857684
"172",1992-06-05,1992,5.52333333333333,10.74,0.92,13.2381353802202,25.1339234729976
"173",1992-06-06,1992,5.2375,12.17,0.31,6.53989439159905,18.0946974831374
"174",1992-06-07,1992,6.57666666666667,10.94,2.69,8.99786543002772,14.8018080246906
"175",1992-06-08,1992,4.57375,11.63,-0.55,3.86374693424064,7.309134962
"176",1992-06-09,1992,5.1625,9.76,0.74,3.91547948720237,7.11480050202123
"177",1992-06-10,1992,8.35333333333333,13.56,4.26,6.25019209502392,9.93265016974132
"178",1992-06-11,1992,6.96875,13.43,3.33,5.49894545627183,11.314584106401
"179",1992-06-12,1992,9.07434782608696,13.99,4.17,6.56747204747783,12.5669617364988
"180",1992-06-13,1992,10.32125,16.39,4.54,10.6569059111836,19.6061877263589
"181",1992-06-14,1992,8.67416666666667,14.13,3.89,7.2322109048269,21.8950158089515
"182",1992-06-15,1992,6.67625,10.11,3.75,14.8733339022743,25.9868358245297
"183",1992-06-16,1992,3.22458333333333,7.18,-0.15,12.68347244272,28.534776520246
"184",1992-06-17,1992,4.13333333333333,9.85,0.31,19.6952576871976,38.7805210975118
"185",1992-06-18,1992,9.25625,17.83,0.32,5.58936496193889,11.3901586185621
"186",1992-06-19,1992,11.24125,16.99,5.04,6.00322538565726,11.7680311793674
"187",1992-06-20,1992,10.3691666666667,17.57,3.33,4.28525477885694,7.23356044970292
"188",1992-06-21,1992,10.3604166666667,16.41,2.92,5.00006370636498,10.0190210407825
"189",1992-06-22,1992,12.1620833333333,17.26,5.81,6.06350505607098,10.1809664239848
"190",1992-06-23,1992,12.515,18.23,7.08,4.05358291120801,7.90293470027244
"191",1992-06-24,1992,11.9295833333333,18.61,6.73,7.41394961265881,12.2214782523339
"192",1992-06-25,1992,7.91291666666667,12.42,4.83,5.3666900599953,8.02169464795413
"193",1992-06-26,1992,9.11291666666667,14.62,6.1,9.85122762986371,17.7276212812122
"194",1992-06-27,1992,8.24208333333333,11.45,5.54,8.99561618859734,14.5534917704471
"195",1992-06-28,1992,9.48083333333333,12.8,5.34,7.01853296867238,12.4050163532965
"196",1992-06-29,1992,12.7475,19.33,4.08,8.09546976708671,13.4198740880309
"197",1992-06-30,1992,13.3917391304348,16.52,11.11,15.9297928242127,22.7587245193638
"198",1992-07-01,1992,9.8,13.35,5.4,7.31678238275572,12.6209435308996
"199",1992-07-02,1992,4.03583333333333,7.2,0.66,14.8818810197184,23.0286334913676
"200",1992-07-03,1992,9.35541666666667,15.32,5.04,10.3586564972499,15.9138329893464
"201",1992-07-04,1992,14.6508333333333,19.49,9.05,10.6272159243453,16.7019671875976
"202",1992-07-05,1992,16.0133333333333,19.86,12.98,12.0415389376647,18.9692025524299
"203",1992-07-06,1992,17.2745833333333,21.66,13.13,14.502658914053,19.1311479356322
"204",1992-07-07,1992,12.25,16.48,5.8,18.1189892906077,27.2931952490283
"205",1992-07-08,1992,8.35083333333333,14.19,5.43,13.4059287911341,23.3633206166524
"206",1992-07-09,1992,9.81375,14.07,6.44,15.1301972741046,23.2553570278509
"207",1992-07-10,1992,10.4179166666667,17.16,3.43,6.39324385017664,10.7315807268727
"208",1992-07-11,1992,12.1829166666667,17.9,7.27,10.4184863194745,17.3497487204068
"209",1992-07-12,1992,8.2625,10.65,6.12,13.3559956313279,21.7438667846294
"210",1992-07-13,1992,8.51833333333333,12.9,5.05,10.6578056078774,19.5630022908383
"211",1992-07-14,1992,10.9420833333333,14.93,7.1,14.0123242815794,20.0164493638048
"212",1992-07-15,1992,11.02,14.71,7.94,13.7671569653334,22.5212046240004
"213",1992-07-16,1992,7.97416666666667,10.57,5.61,6.31407055170321,10.2133555006253
"214",1992-07-17,1992,9.7325,14.83,4.46,6.94115906335391,11.7896238971277
"215",1992-07-18,1992,12.56375,18.97,5.82,4.90154693158058,7.23356044970292
"216",1992-07-19,1992,10.7420833333333,16.52,4.83,7.12739625404807,13.4306704469111
"217",1992-07-20,1992,8.30541666666667,15.75,4.73,5.45126153786854,12.1243110224125
"218",1992-07-21,1992,12.0091666666667,16.13,5.04,9.14496581977329,16.7559489819984
"219",1992-07-22,1992,11.41875,18.23,4.7,5.41752291640657,9.284868637
"220",1992-07-23,1992,12.15125,16.88,6.03,9.89216382394074,18.8180535281077
"221",1992-07-24,1992,12.5458333333333,18.64,9.24,11.2740977606004,18.4293846084222
"222",1992-07-25,1992,9.65041666666667,14.13,7.23,4.14220302365655,7.546654857
"223",1992-07-26,1992,10.3245833333333,15.44,4.67,5.33565052824201,10.1809664239848
"224",1992-07-27,1992,13.3525,18.78,7.8,6.5920767930496,11.1310460054384
"225",1992-07-28,1992,14.1575,19.42,10.14,6.04776036601281,8.24841818443735
"226",1992-07-29,1992,11.7020833333333,14.19,7.02,10.561088226223,22.8127063137646
"227",1992-07-30,1992,10.9445833333333,17.76,5.97,4.81112742596845,8.25921454331751
"228",1992-07-31,1992,11.8654166666667,18.62,6.09,4.49443423215061,6.85568788889754
"229",1992-08-01,1992,12.83125,18.01,6.09,5.88221619655986,9.73831571
"230",1992-08-02,1992,12.9116666666667,18.41,7.03,5.77020397316062,9.45761037901456
"231",1992-08-03,1992,13.26875,17.69,8.03,7.57274605783435,14.2943791573234
"232",1992-08-04,1992,13.6079166666667,19.19,10.48,9.08828493566116,13.0204088094652
"233",1992-08-05,1992,13.9008333333333,19.34,10.77,7.73918992392344,11.6384748728056
"234",1992-08-06,1992,9.98916666666667,11.45,8.32,11.6632165284637,16.9934688773618
"235",1992-08-07,1992,13.6166666666667,20.7,8.33,7.71264887501919,11.0446751343971
"236",1992-08-08,1992,14.4845833333333,18.7,12.35,10.2637385087212,16.5508181632755
"237",1992-08-09,1992,14.2,19.25,10.58,7.76123248997042,16.097371090309
"238",1992-08-10,1992,12.4375,18.67,8.41,4.64063492531936,9.71672299213824
"239",1992-08-11,1992,11.1483333333333,16.25,8.38,3.89703570745792,7.11480050202123
"240",1992-08-12,1992,8.52458333333333,13.28,5.75,3.49757042887994,7.98930557131367
"241",1992-08-13,1992,11.89375,17.71,6.12,6.00547462707628,10.893526110075
"242",1992-08-14,1992,13.0116666666667,17.83,5.87,5.78100033203558,9.60875940333671
"243",1992-08-15,1992,12.3354166666667,18.98,6.98,4.46069561065013,8.55071623308165
"244",1992-08-16,1992,11.5541666666667,15.11,7.78,6.83994319888071,11.7572348204873
"245",1992-08-17,1992,9.985,13.88,5.67,6.22320119785382,9.75990842765886
"246",1992-08-18,1992,9.05083333333333,14.84,3.25,4.6707747605072,8.47514172092058
"247",1992-08-19,1992,12.0141666666667,18.5,6.07,4.93933418767658,8.00010193019382
"248",1992-08-20,1992,13.88625,19.49,7.72,6.83004653656268,9.31725771357256
"249",1992-08-21,1992,12.4716666666667,20.21,6.7,7.0617184041938,15.2012733032563
"250",1992-08-22,1992,11.42625,15.61,8.31,13.6569441349617,24.8208290654731
"251",1992-08-23,1992,7.92916666666667,10.6,6.19,14.5917288748143,23.0070407736073
"252",1992-08-24,1992,3.30958333333333,6.07,0.65,3.94741871555616,12.7504998374614
"253",1992-08-25,1992,4.56125,10.66,0.03,8.61819347610155,22.1973138575958
"254",1992-08-26,1992,4.12791666666667,9.41,0.8,12.9317886969703,22.0893502687943
"255",1992-08-27,1992,7.71333333333333,13.7,3.59,15.652021286399,19.4550387020368
"256",1992-08-28,1992,11.0033333333333,16.13,7.61,17.5476819665312,25.1447198318777
"257",1992-08-29,1992,10.7404166666667,15.26,4.81,10.9263650350021,24.3457892747464
"258",1992-08-30,1992,8.01708333333333,14,3.8,5.30281160329232,9.77070478653901
"259",1992-08-31,1992,7.54375,11.69,4.86,8.92184106957633,18.483366402823
"260",1992-09-01,1992,4.48833333333333,5.66,2.95,15.6682158248283,21.225641558382
"261",1992-09-02,1992,7.23458333333333,11.12,4.13,17.1909522752113,24.2702147625853
"262",1992-09-03,1992,10.0779166666667,13.24,7.61,12.138706167586,19.8653003394826
"263",1992-09-04,1992,8.63708333333333,15.17,2.24,13.2372356836707,35.7143551755481
"264",1992-09-05,1992,5.25083333333333,8.39,1.76,18.8634882050617,28.6643328268078
"265",1992-09-06,1992,8.16666666666667,11.62,5.71,18.241797872888,25.9760394656496
"266",1992-09-07,1992,7.40375,11.62,2.47,12.7549983203241,19.7033549562803
"267",1992-09-08,1992,10.36875,13.77,7.72,22.7992108651644,30.8344009617187
"268",1992-09-09,1992,9.73916666666667,14.91,6.07,14.8189022596026,25.0583489608365
"269",1992-09-10,1992,9.24625,16.01,5.3,5.93529829437418,12.1027183046522
"270",1992-09-11,1992,12.8741666666667,17.71,9.75,12.8764573577299,21.4631614537454
"271",1992-09-12,1992,11.1933333333333,14.23,7.01,18.5845822673146,26.9693044826237
"272",1992-09-13,1992,10.1758333333333,14.18,7.16,16.6673288695238,23.4496914876936
"273",1992-09-14,1992,10.8320833333333,14.43,5.68,10.0014769576215,14.618269923728
"274",1992-09-15,1992,10.7466666666667,13.98,8.48,14.0235704886904,22.8882808259256
"275",1992-09-16,1992,9.11208333333333,12.38,6.37,15.0118871745699,23.2013752334501
"276",1992-09-17,1992,7.66333333333333,10.86,4.87,20.4950879408249,31.4713861356478
"277",1992-09-18,1992,7.98833333333333,11.67,0.61,11.1670338683722,17.8463812288939
"278",1992-09-19,1992,7.48875,11.34,5.45,8.69556738146012,16.3240946267922
"279",1992-09-20,1992,6.5275,9.97,4.65,14.6682030835195,21.10688161
"280",1992-09-21,1992,5.09083333333333,10.06,0.57,7.44139035815628,20.4375073601308
"281",1992-09-22,1992,10.0116666666667,16.19,4.35,9.96189030837507,19.0123879879505
"282",1992-09-23,1992,12.5,17.53,9.45,13.0217583543058,19.6061877263589
"283",1992-09-24,1992,11.6433333333333,13.96,9.72,18.5283512314778,28.9450381576918
"284",1992-09-25,1992,1.10666666666667,10.51,-1.95,12.900749165046,26.5806355629382
"285",1992-09-26,1992,2.16666666666667,7.14,-3.23,20.4474040224376,33.8897705248022
"286",1992-09-27,1992,5.53583333333333,10.42,-0.74,11.3006388095141,27.6602714509535
"287",1992-09-28,1992,5.16541666666667,14.42,-2.03,4.49938256331316,8.25921454331751
"288",1992-09-29,1992,8.9375,15.8,3.17,8.8071297564853,17.7708067167328
"289",1992-09-30,1992,7.55333333333333,17.18,1.74,4.34058611810842,7.56824757498768
"290",1992-10-01,1993,8.00291666666667,17.07,3.43,4.28660432369754,6.4238335336914
"291",1992-10-02,1993,8.17291666666667,16.03,3.8,4.45079894835295,7.26594952634338
"292",1992-10-03,1993,8.98083333333333,16.14,2.6,6.45037458261045,15.600738581822
"293",1992-10-04,1993,7.705,11.96,1.84,11.525113104564,18.4401809673024
"294",1992-10-05,1993,2.71458333333333,7.27,-0.35,4.26861039220081,6.197109997
"295",1992-10-06,1993,2.17083333333333,7.61,-1.66,5.64019781827785,14.0892483386005
"296",1992-10-07,1993,-6.43125,-1.97,-8.47,10.844492646788,14.898975254612
"297",1992-10-08,1993,-3.57458333333333,1.1,-8.48,23.4065060521274,37.1934563421292
"298",1992-10-09,1993,0.394166666666667,1.13,-0.66,20.6021518332067,36.8911582934849
"299",1992-10-10,1993,2.42333333333333,7.14,-1.5,14.3704035176085,22.0569611921538
"300",1992-10-11,1993,6.08375,10.78,2.45,13.817090125182,20.9233435097377
"301",1992-10-12,1993,7.84208333333333,11.75,5.24,20.3875742005333,26.8613408938222
"302",1992-10-13,1993,8.52166666666667,13.1,5.67,19.4280478048364,27.3039916079085
"303",1992-10-14,1993,6.37666666666667,8.82,4.6,13.7401660680957,23.7303968185776
"304",1992-10-15,1993,2.47416666666667,5.33,-3.36,15.0699176038369,20.5994527433331
"305",1992-10-16,1993,0.91375,1.67,-0.77,22.6017274672825,31.3526261879661
"306",1992-10-17,1993,2.74875,6.17,0.35,19.8500054976994,29.4632633839392
"307",1992-10-18,1993,4.69625,8.56,2.39,18.1329345875047,25.5225923926831
"308",1992-10-19,1993,5.47875,9.73,3.02,12.5003841900074,18.0407156887367
"309",1992-10-20,1993,6.9175,12.01,4.56,12.7194603056707,20.1460056703666
"310",1992-10-21,1993,7.76458333333333,12.98,5.04,14.2534429632361,26.7425809461405
