"","Date","wy_doy","waterYear","Flow","cumulative_dis","cond_uScm_impute","temperature_C_impute","ice_or_no","ice_presence"
"143",1992-09-19,355,1992,4.67,1545.39,NA,NA,NA,NA
"144",1992-09-20,356,1992,4.35,1549.74,NA,NA,NA,NA
"145",1992-09-21,357,1992,4.2,1553.94,NA,NA,NA,NA
"146",1992-09-22,358,1992,4.15,1558.09,NA,NA,NA,NA
"147",1992-09-23,359,1992,3.84,1561.93,NA,NA,NA,NA
"148",1992-09-24,360,1992,3.88,1565.81,NA,NA,NA,NA
"149",1992-09-25,361,1992,3.8,1569.61,NA,NA,NA,NA
"150",1992-09-26,362,1992,3.65,1573.26,NA,NA,NA,NA
"151",1992-09-27,363,1992,3.67,1576.93,NA,NA,NA,NA
"152",1992-09-28,364,1992,3.1,1580.03,NA,NA,NA,NA
"153",1992-09-29,365,1992,3.16,1583.19,18,NA,NA,NA
"1390",1992-10-01,1,1993,2.9,2.9,NA,NA,NA,NA
"1391",1992-10-02,2,1993,2.59,5.49,NA,NA,NA,NA
"1392",1992-10-03,3,1993,2.51,8,NA,NA,NA,NA
"1393",1992-10-04,4,1993,2.46,10.46,NA,NA,NA,NA
"1394",1992-10-05,5,1993,2.39,12.85,NA,NA,NA,NA
"1395",1992-10-06,6,1993,2.25,15.1,NA,NA,NA,NA
"1396",1992-10-07,7,1993,2.15,17.25,NA,NA,NA,NA
"1397",1992-10-08,8,1993,1.98,19.23,NA,NA,NA,NA
"1398",1992-10-09,9,1993,1.85,21.08,NA,NA,NA,NA
"1399",1992-10-10,10,1993,1.77,22.85,NA,NA,NA,NA
"1400",1992-10-11,11,1993,1.76,24.61,NA,NA,NA,NA
"1401",1992-10-12,12,1993,1.56,26.17,NA,NA,NA,NA
"1402",1992-10-13,13,1993,1.52,27.69,17,NA,NA,NA
"1403",1992-10-14,14,1993,1.32,29.01,NA,NA,NA,NA
"1404",1992-10-15,15,1993,1.36,30.37,NA,NA,NA,NA
"1405",1992-10-16,16,1993,1.32,31.69,NA,NA,NA,NA
"1406",1992-10-17,17,1993,1.31,33,NA,NA,NA,NA
"1407",1992-10-18,18,1993,1.26,34.26,NA,NA,NA,NA
"1408",1992-10-19,19,1993,1.35,35.61,NA,NA,NA,NA
"1409",1992-10-20,20,1993,1.26,36.87,NA,NA,NA,NA
"1410",1992-10-21,21,1993,1.26,38.13,NA,NA,NA,NA
"1411",1992-10-22,22,1993,1.26,39.39,NA,NA,NA,NA
"1412",1992-10-23,23,1993,1.14,40.53,NA,NA,NA,NA
"1413",1992-10-24,24,1993,1.26,41.79,NA,NA,NA,NA
"1414",1992-10-25,25,1993,1.26,43.05,NA,NA,NA,NA
"1415",1992-10-26,26,1993,1.26,44.31,NA,NA,NA,NA
"1416",1992-10-27,27,1993,1.26,45.57,16,NA,NA,NA
"1417",1992-10-28,28,1993,1.26,46.83,NA,NA,NA,NA
"1418",1992-10-29,29,1993,1.26,48.09,NA,NA,NA,NA
"1419",1992-10-30,30,1993,1.26,49.35,NA,NA,NA,NA
"1420",1992-10-31,31,1993,1.07,50.42,NA,NA,NA,NA
"1421",1992-11-01,32,1993,1.07,51.49,NA,NA,NA,NA
"1422",1992-11-02,33,1993,1.07,52.56,NA,NA,NA,NA
"1423",1992-11-03,34,1993,1.07,53.63,NA,NA,NA,NA
"1424",1992-11-04,35,1993,1.07,54.7,NA,NA,NA,NA
"1425",1992-11-05,36,1993,1.07,55.77,NA,NA,NA,NA
"1426",1992-11-06,37,1993,1.07,56.84,NA,NA,NA,NA
"1427",1992-11-07,38,1993,1.07,57.91,NA,NA,NA,NA
"1428",1992-11-08,39,1993,1.07,58.98,NA,NA,NA,NA
"1429",1992-11-09,40,1993,1.07,60.05,NA,NA,NA,NA
"1430",1992-11-10,41,1993,1.07,61.12,NA,NA,NA,NA
"1431",1992-11-11,42,1993,1.07,62.19,NA,NA,NA,NA
"1432",1992-11-12,43,1993,1.07,63.26,NA,NA,NA,NA
"1433",1992-11-13,44,1993,1.07,64.33,NA,NA,NA,NA
"1434",1992-11-14,45,1993,1.07,65.4,NA,NA,NA,NA
"1435",1992-11-15,46,1993,1.07,66.47,NA,NA,NA,NA
"1436",1992-11-16,47,1993,1.07,67.54,NA,NA,NA,NA
"1437",1992-11-17,48,1993,1.07,68.61,NA,NA,NA,NA
"1438",1992-11-18,49,1993,1.07,69.68,NA,NA,NA,NA
"1439",1992-11-19,50,1993,1.07,70.7499999999999,NA,NA,NA,NA
"1440",1992-11-20,51,1993,1.07,71.8199999999999,NA,NA,NA,NA
"1441",1992-11-21,52,1993,1.07,72.8899999999999,NA,NA,NA,NA
"1442",1992-11-22,53,1993,1.07,73.9599999999999,NA,NA,NA,NA
"1443",1992-11-23,54,1993,1.07,75.0299999999999,NA,NA,NA,NA
"1444",1992-11-24,55,1993,1.07,76.0999999999999,NA,NA,NA,NA
"1445",1992-11-25,56,1993,1.07,77.1699999999999,NA,NA,NA,NA
"1446",1992-11-26,57,1993,1.07,78.2399999999999,NA,NA,NA,NA
"1447",1992-11-27,58,1993,1.07,79.3099999999999,NA,NA,NA,NA
"1448",1992-11-28,59,1993,1.07,80.3799999999999,NA,NA,NA,NA
"1449",1992-11-29,60,1993,1.07,81.4499999999999,NA,NA,NA,NA
"1450",1992-11-30,61,1993,0.36,81.8099999999999,NA,NA,NA,NA
"1451",1992-12-01,62,1993,0.36,82.1699999999999,NA,NA,NA,NA
"1452",1992-12-02,63,1993,0.36,82.5299999999999,NA,NA,NA,NA
"1453",1992-12-03,64,1993,0.36,82.8899999999999,NA,NA,NA,NA
"1454",1992-12-04,65,1993,0.36,83.2499999999999,NA,NA,NA,NA
"1455",1992-12-05,66,1993,0.36,83.6099999999999,NA,NA,NA,NA
"1456",1992-12-06,67,1993,0.36,83.9699999999999,NA,NA,NA,NA
"1457",1992-12-07,68,1993,0.36,84.3299999999999,NA,NA,NA,NA
"1458",1992-12-08,69,1993,0.36,84.6899999999999,NA,NA,NA,NA
"1459",1992-12-09,70,1993,0.36,85.0499999999999,NA,NA,NA,NA
"1460",1992-12-10,71,1993,0.36,85.4099999999999,NA,NA,NA,NA
"1461",1992-12-11,72,1993,0.36,85.7699999999999,NA,NA,NA,NA
"1462",1992-12-12,73,1993,0.36,86.1299999999999,NA,NA,NA,NA
"1463",1992-12-13,74,1993,0.36,86.4899999999999,NA,NA,NA,NA
"1464",1992-12-14,75,1993,0.36,86.8499999999999,NA,NA,NA,NA
"1465",1992-12-15,76,1993,0.36,87.2099999999999,NA,NA,NA,NA
"154",1993-09-14,349,1993,7.25,1974.7,14,4,NA,NA
"155",1993-09-15,350,1993,7.05,1981.75,14.1666666666667,4.5,NA,NA
"156",1993-09-16,351,1993,7.05,1988.8,14.3333333333333,5,NA,NA
"157",1993-09-17,352,1993,7.14,1995.94,14.5,5.5,NA,NA
"158",1993-09-18,353,1993,7.05,2002.99,14.6666666666667,6,NA,NA
"159",1993-09-19,354,1993,6.96,2009.95,14.8333333333333,6.5,NA,NA
"160",1993-09-20,355,1993,7.05,2017,15,7,NA,NA
"161",1993-09-21,356,1993,6.71,2023.71,NA,NA,NA,NA
"162",1993-09-22,357,1993,6.22,2029.93,NA,NA,NA,NA
"163",1993-09-23,358,1993,6.01,2035.94,NA,NA,NA,NA
"164",1993-09-24,359,1993,5.64,2041.58,NA,NA,NA,NA
"165",1993-09-25,360,1993,5.34,2046.92,NA,NA,NA,NA
"166",1993-09-26,361,1993,5.14,2052.06,NA,NA,NA,NA
"167",1993-09-27,362,1993,4.77,2056.83,NA,NA,NA,NA
"168",1993-09-28,363,1993,4.53,2061.36,NA,NA,NA,NA
"169",1993-09-29,364,1993,4.35,2065.71,NA,NA,NA,NA
"170",1993-09-30,365,1993,4.07,2069.78,NA,NA,NA,NA
"1466",1993-10-01,1,1994,3.84,3.84,NA,NA,NA,NA
"1467",1993-10-02,2,1994,3.69,7.53,NA,NA,NA,NA
"1468",1993-10-03,3,1994,3.62,11.15,NA,NA,NA,NA
"1469",1993-10-04,4,1994,3.37,14.52,NA,NA,NA,NA
"1470",1993-10-05,5,1994,3.28,17.8,14,8.8,NA,NA
"1471",1993-10-06,6,1994,3.26,21.06,NA,7.61428571428571,NA,NA
"1472",1993-10-07,7,1994,3.33,24.39,NA,6.42857142857143,NA,NA
"1473",1993-10-08,8,1994,3.33,27.72,NA,5.24285714285714,NA,NA
"1474",1993-10-09,9,1994,4.11,31.83,NA,4.05714285714286,NA,NA
"1475",1993-10-10,10,1994,3.71,35.54,NA,2.87142857142857,NA,NA
"1476",1993-10-11,11,1994,3.55,39.09,NA,1.68571428571429,NA,NA
"1477",1993-10-12,12,1994,3.4,42.49,NA,0.5,NA,NA
"1478",1993-10-13,13,1994,3.33,45.82,NA,NA,NA,NA
"1479",1993-10-14,14,1994,3.33,49.15,NA,NA,NA,NA
"1480",1993-10-15,15,1994,3.26,52.41,NA,NA,NA,NA
"1481",1993-10-16,16,1994,3.26,55.67,NA,NA,NA,NA
"1482",1993-10-17,17,1994,3.33,59,NA,NA,NA,NA
"1483",1993-10-18,18,1994,3.18,62.18,NA,NA,NA,NA
"1484",1993-10-19,19,1994,2.92,65.1,14,NA,NA,NA
"1485",1993-10-20,20,1994,2.72,67.82,14.4285714285714,NA,NA,NA
"1486",1993-10-21,21,1994,2.59,70.41,14.8571428571429,NA,NA,NA
"1487",1993-10-22,22,1994,2.52,72.93,15.2857142857143,NA,NA,NA
"1488",1993-10-23,23,1994,2.38,75.31,15.7142857142857,NA,NA,NA
"1489",1993-10-24,24,1994,2.39,77.7,16.1428571428571,NA,NA,NA
"1490",1993-10-25,25,1994,2.39,80.09,16.5714285714286,NA,NA,NA
"1491",1993-10-26,26,1994,2.39,82.48,17,3,NA,NA
"1492",1993-10-27,27,1994,2.39,84.87,16.8333333333333,NA,NA,NA
"1493",1993-10-28,28,1994,2.39,87.26,16.6666666666667,NA,NA,NA
"1494",1993-10-29,29,1994,2.39,89.65,16.5,NA,NA,NA
"1495",1993-10-30,30,1994,2.39,92.04,16.3333333333333,NA,NA,NA
"1496",1993-10-31,31,1994,1.07,93.11,16.1666666666667,NA,NA,NA
"1497",1993-11-01,32,1994,1.07,94.18,16,NA,NA,NA
"1498",1993-11-02,33,1994,1.07,95.25,16,NA,NA,NA
"1499",1993-11-03,34,1994,1.07,96.32,16.2857142857143,NA,NA,NA
"1500",1993-11-04,35,1994,1.07,97.3899999999999,16.5714285714286,NA,NA,NA
"1501",1993-11-05,36,1994,1.07,98.4599999999999,16.8571428571429,NA,NA,NA
"1502",1993-11-06,37,1994,1.07,99.5299999999999,17.1428571428571,NA,NA,NA
"1503",1993-11-07,38,1994,1.07,100.6,17.4285714285714,NA,NA,NA
"1504",1993-11-08,39,1994,1.07,101.67,17.7142857142857,NA,NA,NA
"1505",1993-11-09,40,1994,1.07,102.74,18,1.5,NA,NA
"1506",1993-11-10,41,1994,1.07,103.81,18.1428571428571,1.5,NA,NA
"1507",1993-11-11,42,1994,1.07,104.88,18.2857142857143,1.5,NA,NA
"1508",1993-11-12,43,1994,1.07,105.95,18.4285714285714,1.5,NA,NA
"1509",1993-11-13,44,1994,1.07,107.02,18.5714285714286,1.5,NA,NA
"1510",1993-11-14,45,1994,1.07,108.09,18.7142857142857,1.5,NA,NA
"1511",1993-11-15,46,1994,1.07,109.16,18.8571428571429,1.5,NA,NA
"1512",1993-11-16,47,1994,1.07,110.23,19,1.5,NA,NA
"1513",1993-11-17,48,1994,1.07,111.3,19.1428571428571,NA,NA,NA
"1514",1993-11-18,49,1994,1.07,112.37,19.2857142857143,NA,NA,NA
"1515",1993-11-19,50,1994,1.07,113.44,19.4285714285714,NA,NA,NA
"1516",1993-11-20,51,1994,1.07,114.51,19.5714285714286,NA,NA,NA
"1517",1993-11-21,52,1994,1.07,115.58,19.7142857142857,NA,NA,NA
"1518",1993-11-22,53,1994,1.07,116.65,19.8571428571429,NA,NA,NA
"1519",1993-11-23,54,1994,1.07,117.72,20,NA,NA,NA
"1520",1993-11-24,55,1994,1.07,118.79,20.1428571428571,NA,NA,NA
"1521",1993-11-25,56,1994,1.07,119.86,20.2857142857143,NA,NA,NA
"1522",1993-11-26,57,1994,1.07,120.93,20.4285714285714,NA,NA,NA
"1523",1993-11-27,58,1994,1.07,122,20.5714285714286,NA,NA,NA
"1524",1993-11-28,59,1994,1.07,123.07,20.7142857142857,NA,NA,NA
"1525",1993-11-29,60,1994,1.07,124.14,20.8571428571429,NA,NA,NA
"1526",1993-11-30,61,1994,0.36,124.5,21,0.5,NA,NA
"1527",1993-12-01,62,1994,0.36,124.86,21.1428571428571,0.5,NA,NA
"1528",1993-12-02,63,1994,0.36,125.22,21.2857142857143,0.5,NA,NA
"1529",1993-12-03,64,1994,0.36,125.58,21.4285714285714,0.5,NA,NA
"1530",1993-12-04,65,1994,0.36,125.94,21.5714285714286,0.5,NA,NA
"1531",1993-12-05,66,1994,0.36,126.3,21.7142857142857,0.5,NA,NA
"1532",1993-12-06,67,1994,0.36,126.66,21.8571428571429,0.5,NA,NA
"1533",1993-12-07,68,1994,0.36,127.02,22,0.5,NA,NA
"1534",1993-12-08,69,1994,0.36,127.38,21.8571428571429,0.5,NA,NA
"1535",1993-12-09,70,1994,0.36,127.74,21.7142857142857,0.5,NA,NA
"1536",1993-12-10,71,1994,0.36,128.1,21.5714285714286,0.5,NA,NA
"1537",1993-12-11,72,1994,0.36,128.46,21.4285714285714,0.5,NA,NA
"1538",1993-12-12,73,1994,0.36,128.82,21.2857142857143,0.5,NA,NA
"1539",1993-12-13,74,1994,0.36,129.18,21.1428571428571,0.5,NA,NA
"1540",1993-12-14,75,1994,0.36,129.54,21,0.5,NA,NA
"1541",1993-12-15,76,1994,0.36,129.9,21.1428571428571,0.5,NA,NA
"171",1994-09-14,349,1994,5.78,1992.55,13.8571428571429,10.5714285714286,NA,NA
"172",1994-09-15,350,1994,5.65,1998.2,13.7142857142857,10.1428571428571,NA,NA
"173",1994-09-16,351,1994,5.11,2003.31,13.5714285714286,9.71428571428572,NA,NA
"174",1994-09-17,352,1994,4.38,2007.69,13.4285714285714,9.28571428571429,NA,NA
"175",1994-09-18,353,1994,4.22,2011.91,13.2857142857143,8.85714285714286,NA,NA
"176",1994-09-19,354,1994,4.07,2015.98,13.1428571428571,8.42857142857143,NA,NA
"177",1994-09-20,355,1994,3.84,2019.82,13,8,NA,NA
"178",1994-09-21,356,1994,3.77,2023.59,13.3333333333333,7.57142857142857,NA,NA
"179",1994-09-22,357,1994,3.62,2027.21,13.6666666666667,7.14285714285714,NA,NA
"180",1994-09-23,358,1994,3.47,2030.68,14,6.71428571428571,NA,NA
"181",1994-09-24,359,1994,3.26,2033.94,14.3333333333333,6.28571428571429,NA,NA
"182",1994-09-25,360,1994,3.05,2036.99,14.6666666666667,5.85714285714286,NA,NA
"183",1994-09-26,361,1994,2.92,2039.91,15,5.42857142857143,NA,NA
"184",1994-09-27,362,1994,2.97,2042.88,NA,NA,NA,NA
"185",1994-09-28,363,1994,2.8,2045.68,NA,NA,NA,NA
"186",1994-09-29,364,1994,2.74,2048.42,NA,NA,NA,NA
"187",1994-09-30,365,1994,2.76,2051.18,NA,NA,NA,NA
"1542",1994-10-01,1,1995,2.77,2.77,NA,NA,NA,NA
"1543",1994-10-02,2,1995,2.65,5.42,NA,NA,NA,NA
"1544",1994-10-03,3,1995,1.63,7.05,NA,NA,NA,NA
"1545",1994-10-04,4,1995,1.58,8.63,13,5,NA,NA
"1546",1994-10-05,5,1995,1.63,10.26,13.2857142857143,4.92857142857143,NA,NA
"1547",1994-10-06,6,1995,1.63,11.89,13.5714285714286,4.85714285714286,NA,NA
"1548",1994-10-07,7,1995,1.72,13.61,13.8571428571429,4.78571428571429,NA,NA
"1549",1994-10-08,8,1995,1.63,15.24,14.1428571428571,4.71428571428571,NA,NA
"1550",1994-10-09,9,1995,1.61,16.85,14.4285714285714,4.64285714285714,NA,NA
"1551",1994-10-10,10,1995,1.93,18.78,14.7142857142857,4.57142857142857,NA,NA
"1552",1994-10-11,11,1995,1.97,20.75,15,4.5,NA,NA
"1553",1994-10-12,12,1995,1.97,22.72,14.8571428571429,3.92857142857143,NA,NA
"1554",1994-10-13,13,1995,1.85,24.57,14.7142857142857,3.35714285714286,NA,NA
"1555",1994-10-14,14,1995,1.79,26.36,14.5714285714286,2.78571428571429,NA,NA
"1556",1994-10-15,15,1995,1.74,28.1,14.4285714285714,2.21428571428571,NA,NA
"1557",1994-10-16,16,1995,1.68,29.78,14.2857142857143,1.64285714285714,NA,NA
"1558",1994-10-17,17,1995,1.73,31.51,14.1428571428571,1.07142857142857,NA,NA
"1559",1994-10-18,18,1995,1.28,32.79,14,0.5,NA,NA
"1560",1994-10-19,19,1995,1.36,34.15,14,0.714285714285714,NA,NA
"1561",1994-10-20,20,1995,1.36,35.51,14,0.928571428571429,NA,NA
"1562",1994-10-21,21,1995,1.36,36.87,14,1.14285714285714,NA,NA
"1563",1994-10-22,22,1995,1.36,38.23,14,1.35714285714286,NA,NA
"1564",1994-10-23,23,1995,1.36,39.59,14,1.57142857142857,NA,NA
"1565",1994-10-24,24,1995,1.36,40.95,14,1.78571428571429,NA,NA
"1566",1994-10-25,25,1995,1.36,42.31,14,2,NA,NA
"1567",1994-10-26,26,1995,1.36,43.67,14.2857142857143,1.85714285714286,NA,NA
"1568",1994-10-27,27,1995,1.36,45.03,14.5714285714286,1.71428571428571,NA,NA
"1569",1994-10-28,28,1995,1.36,46.39,14.8571428571429,1.57142857142857,NA,NA
"1570",1994-10-29,29,1995,1.36,47.75,15.1428571428571,1.42857142857143,NA,NA
"1571",1994-10-30,30,1995,1.36,49.11,15.4285714285714,1.28571428571429,NA,NA
"1572",1994-10-31,31,1995,1.07,50.18,15.7142857142857,1.14285714285714,NA,NA
"1573",1994-11-01,32,1995,1.07,51.25,16,1,NA,NA
"1574",1994-11-02,33,1995,1.07,52.32,15.4285714285714,1.28571428571429,NA,NA
"1575",1994-11-03,34,1995,1.07,53.39,14.8571428571429,1.57142857142857,NA,NA
"1576",1994-11-04,35,1995,1.07,54.46,14.2857142857143,1.85714285714286,NA,NA
"1577",1994-11-05,36,1995,1.07,55.53,13.7142857142857,2.14285714285714,NA,NA
"1578",1994-11-06,37,1995,1.07,56.6,13.1428571428571,2.42857142857143,NA,NA
"1579",1994-11-07,38,1995,1.07,57.67,12.5714285714286,2.71428571428571,NA,NA
"1580",1994-11-08,39,1995,1.07,58.74,12,3,NA,NA
"1581",1994-11-09,40,1995,1.07,59.81,12.5,2.66666666666667,NA,NA
"1582",1994-11-10,41,1995,1.07,60.88,13,2.33333333333333,NA,NA
"1583",1994-11-11,42,1995,1.07,61.95,13.5,2,NA,NA
"1584",1994-11-12,43,1995,1.07,63.02,14,1.66666666666667,NA,NA
"1585",1994-11-13,44,1995,1.07,64.09,14.5,1.33333333333333,NA,NA
"1586",1994-11-14,45,1995,1.07,65.16,15,1,NA,NA
"1587",1994-11-15,46,1995,1.07,66.23,15.125,0.875,NA,NA
"1588",1994-11-16,47,1995,1.07,67.3,15.25,0.75,NA,NA
"1589",1994-11-17,48,1995,1.07,68.37,15.375,0.625,NA,NA
"1590",1994-11-18,49,1995,1.07,69.44,15.5,0.5,NA,NA
"1591",1994-11-19,50,1995,1.07,70.51,15.625,0.375,NA,NA
"1592",1994-11-20,51,1995,1.07,71.5799999999999,15.75,0.25,NA,NA
"1593",1994-11-21,52,1995,1.07,72.6499999999999,15.875,0.125,NA,NA
"1594",1994-11-22,53,1995,1.07,73.7199999999999,16,0,NA,NA
"1595",1994-11-23,54,1995,1.07,74.7899999999999,16.2857142857143,-0.285714285714286,NA,NA
"1596",1994-11-24,55,1995,1.07,75.8599999999999,16.5714285714286,-0.571428571428571,NA,NA
"1597",1994-11-25,56,1995,1.07,76.9299999999999,16.8571428571429,-0.857142857142857,NA,NA
"1598",1994-11-26,57,1995,1.07,77.9999999999999,17.1428571428571,-1.14285714285714,NA,NA
"1599",1994-11-27,58,1995,1.07,79.0699999999999,17.4285714285714,-1.42857142857143,NA,NA
"1600",1994-11-28,59,1995,1.07,80.1399999999999,17.7142857142857,-1.71428571428571,NA,NA
"1601",1994-11-29,60,1995,1.07,81.2099999999999,18,-2,NA,NA
"1602",1994-11-30,61,1995,0.36,81.5699999999999,18,-1.71428571428571,NA,NA
"1603",1994-12-01,62,1995,0.36,81.9299999999999,18,-1.42857142857143,NA,NA
"1604",1994-12-02,63,1995,0.36,82.2899999999999,18,-1.14285714285714,NA,NA
"1605",1994-12-03,64,1995,0.36,82.6499999999999,18,-0.857142857142857,NA,NA
"1606",1994-12-04,65,1995,0.36,83.0099999999999,18,-0.571428571428571,NA,NA
"1607",1994-12-05,66,1995,0.36,83.3699999999999,18,-0.285714285714286,NA,NA
"1608",1994-12-06,67,1995,0.36,83.7299999999999,18,0,NA,NA
"1609",1994-12-07,68,1995,0.36,84.0899999999999,18,0,NA,NA
"1610",1994-12-08,69,1995,0.36,84.4499999999999,18,0,NA,NA
"1611",1994-12-09,70,1995,0.36,84.8099999999999,18,0,NA,NA
"1612",1994-12-10,71,1995,0.36,85.1699999999999,18,0,NA,NA
"1613",1994-12-11,72,1995,0.36,85.5299999999999,18,0,NA,NA
"1614",1994-12-12,73,1995,0.36,85.8899999999999,18,0,NA,NA
"1615",1994-12-13,74,1995,0.36,86.2499999999999,18,0,NA,NA
"1616",1994-12-14,75,1995,0.36,86.6099999999999,NA,NA,NA,NA
"1617",1994-12-15,76,1995,0.36,86.9699999999999,NA,NA,NA,NA
"188",1995-09-14,349,1995,4.99,2298.92,8.57142857142857,9.71428571428571,NA,NA
"189",1995-09-15,350,1995,4.93,2303.85,8.85714285714286,9.57142857142857,NA,NA
"190",1995-09-16,351,1995,4.76,2308.61,9.14285714285714,9.42857142857143,NA,NA
"191",1995-09-17,352,1995,4.96,2313.57,9.42857142857143,9.28571428571429,NA,NA
"192",1995-09-18,353,1995,5.65,2319.22,9.71428571428571,9.14285714285714,NA,NA
"193",1995-09-19,354,1995,6.79,2326.01,10,9,NA,NA
"194",1995-09-20,355,1995,6.51,2332.52,10.2857142857143,8.57142857142857,NA,NA
"195",1995-09-21,356,1995,5.93,2338.45,10.5714285714286,8.14285714285714,NA,NA
"196",1995-09-22,357,1995,4.93,2343.38,10.8571428571429,7.71428571428571,NA,NA
"197",1995-09-23,358,1995,4.61,2347.99,11.1428571428571,7.28571428571429,NA,NA
"198",1995-09-24,359,1995,4.28,2352.27,11.4285714285714,6.85714285714286,NA,NA
"199",1995-09-25,360,1995,3.93,2356.2,11.7142857142857,6.42857142857143,NA,NA
"200",1995-09-26,361,1995,3.88,2360.08,12,6,NA,NA
"201",1995-09-27,362,1995,3.62,2363.7,NA,NA,NA,NA
"202",1995-09-28,363,1995,3.75,2367.45,NA,NA,NA,NA
"203",1995-09-29,364,1995,3.74,2371.19,NA,NA,NA,NA
"204",1995-09-30,365,1995,3.4,2374.59,NA,NA,NA,NA
"1618",1995-10-01,1,1996,3.26,3.26,NA,NA,NA,NA
"1619",1995-10-02,2,1996,2.92,6.18,NA,NA,NA,NA
"1620",1995-10-03,3,1996,2.52,8.7,12,4,NA,NA
"1621",1995-10-04,4,1996,2.72,11.42,12,NA,NA,NA
"1622",1995-10-05,5,1996,2.78,14.2,12,NA,NA,NA
"1623",1995-10-06,6,1996,2.65,16.85,12,NA,NA,NA
"1624",1995-10-07,7,1996,2.39,19.24,12,NA,NA,NA
"1625",1995-10-08,8,1996,2.15,21.39,12,NA,NA,NA
"1626",1995-10-09,9,1996,2.09,23.48,12,NA,NA,NA
"1627",1995-10-10,10,1996,2.39,25.87,12,NA,NA,NA
"1628",1995-10-11,11,1996,2.39,28.26,12.2857142857143,NA,NA,NA
"1629",1995-10-12,12,1996,2.46,30.72,12.5714285714286,NA,NA,NA
"1630",1995-10-13,13,1996,2.52,33.24,12.8571428571429,NA,NA,NA
"1631",1995-10-14,14,1996,2.52,35.76,13.1428571428571,NA,NA,NA
"1632",1995-10-15,15,1996,2.33,38.09,13.4285714285714,NA,NA,NA
"1633",1995-10-16,16,1996,2.21,40.3,13.7142857142857,NA,NA,NA
"1634",1995-10-17,17,1996,1.74,42.04,14,3,NA,NA
"1635",1995-10-18,18,1996,1.68,43.72,14,2.57142857142857,NA,NA
"1636",1995-10-19,19,1996,1.26,44.98,14,2.14285714285714,NA,NA
"1637",1995-10-20,20,1996,1.52,46.5,14,1.71428571428571,NA,NA
"1638",1995-10-21,21,1996,1.52,48.02,14,1.28571428571429,NA,NA
"1639",1995-10-22,22,1996,1.52,49.54,14,0.857142857142857,NA,NA
"1640",1995-10-23,23,1996,1.52,51.06,14,0.428571428571429,NA,NA
"1641",1995-10-24,24,1996,1.52,52.58,14,0,NA,NA
"1642",1995-10-25,25,1996,1.52,54.1,14,0.285714285714286,NA,NA
"1643",1995-10-26,26,1996,1.52,55.62,14,0.571428571428571,NA,NA
"1644",1995-10-27,27,1996,1.52,57.14,14,0.857142857142857,NA,NA
"1645",1995-10-28,28,1996,1.52,58.66,14,1.14285714285714,NA,NA
"1646",1995-10-29,29,1996,1.52,60.18,14,1.42857142857143,NA,NA
"1647",1995-10-30,30,1996,1.52,61.7,14,1.71428571428571,NA,NA
"1648",1995-10-31,31,1996,1.07,62.77,14,2,NA,NA
"1649",1995-11-01,32,1996,1.07,63.84,14,1.71428571428571,NA,NA
"1650",1995-11-02,33,1996,1.07,64.91,14,1.42857142857143,NA,NA
"1651",1995-11-03,34,1996,1.07,65.98,14,1.14285714285714,NA,NA
"1652",1995-11-04,35,1996,1.07,67.05,14,0.857142857142857,NA,NA
"1653",1995-11-05,36,1996,1.07,68.12,14,0.571428571428571,NA,NA
"1654",1995-11-06,37,1996,1.07,69.19,14,0.285714285714286,NA,NA
"1655",1995-11-07,38,1996,1.07,70.26,14,0,NA,NA
"1656",1995-11-08,39,1996,1.07,71.33,14,0,NA,NA
"1657",1995-11-09,40,1996,1.07,72.4,14,0,NA,NA
"1658",1995-11-10,41,1996,1.07,73.47,14,0,NA,NA
"1659",1995-11-11,42,1996,1.07,74.54,14,0,NA,NA
"1660",1995-11-12,43,1996,1.07,75.61,14,0,NA,NA
"1661",1995-11-13,44,1996,1.07,76.68,14,0,NA,NA
"1662",1995-11-14,45,1996,1.07,77.75,14,0,NA,NA
"1663",1995-11-15,46,1996,1.07,78.82,14.1428571428571,0.142857142857143,NA,NA
"1664",1995-11-16,47,1996,1.07,79.8899999999999,14.2857142857143,0.285714285714286,NA,NA
"1665",1995-11-17,48,1996,1.07,80.9599999999999,14.4285714285714,0.428571428571429,NA,NA
"1666",1995-11-18,49,1996,1.07,82.0299999999999,14.5714285714286,0.571428571428571,NA,NA
"1667",1995-11-19,50,1996,1.07,83.0999999999999,14.7142857142857,0.714285714285714,NA,NA
"1668",1995-11-20,51,1996,1.07,84.1699999999999,14.8571428571429,0.857142857142857,NA,NA
"1669",1995-11-21,52,1996,1.07,85.2399999999999,15,1,NA,NA
"1670",1995-11-22,53,1996,1.07,86.3099999999999,15.2857142857143,0.857142857142857,NA,NA
"1671",1995-11-23,54,1996,1.07,87.3799999999999,15.5714285714286,0.714285714285714,NA,NA
"1672",1995-11-24,55,1996,1.07,88.4499999999999,15.8571428571429,0.571428571428571,NA,NA
"1673",1995-11-25,56,1996,1.07,89.5199999999999,16.1428571428571,0.428571428571429,NA,NA
"1674",1995-11-26,57,1996,1.07,90.5899999999999,16.4285714285714,0.285714285714286,NA,NA
"1675",1995-11-27,58,1996,1.07,91.6599999999999,16.7142857142857,0.142857142857143,NA,NA
"1676",1995-11-28,59,1996,1.07,92.7299999999999,17,0,NA,NA
"1677",1995-11-29,60,1996,1.07,93.7999999999999,16.8571428571429,0,NA,NA
