"","Date","wy_doy","waterYear","Flow","cumulative_dis","cond_uScm_impute","temperature_C_impute","ice_or_no","ice_presence"
"706",1983-10-01,1,1984,2.52,2.52,NA,NA,NA,NA
"707",1983-10-02,2,1984,2.52,5.04,NA,NA,NA,NA
"708",1983-10-03,3,1984,2.52,7.56,NA,NA,NA,NA
"709",1983-10-04,4,1984,2.52,10.08,NA,NA,NA,NA
"710",1983-10-05,5,1984,2.52,12.6,NA,NA,NA,NA
"711",1983-10-06,6,1984,2.52,15.12,NA,NA,NA,NA
"712",1983-10-07,7,1984,2.52,17.64,NA,NA,NA,NA
"713",1983-10-08,8,1984,2.52,20.16,NA,NA,NA,NA
"714",1983-10-09,9,1984,2.52,22.68,NA,NA,NA,NA
"715",1983-10-10,10,1984,2.52,25.2,NA,NA,NA,NA
"716",1983-10-11,11,1984,2.52,27.72,NA,NA,NA,NA
"717",1983-10-12,12,1984,2.52,30.24,NA,NA,NA,NA
"718",1983-10-13,13,1984,2.52,32.76,NA,NA,NA,NA
"719",1983-10-14,14,1984,2.52,35.28,NA,NA,NA,NA
"720",1983-10-15,15,1984,2.52,37.8,NA,NA,NA,NA
"721",1983-10-16,16,1984,2.52,40.32,NA,NA,NA,NA
"722",1983-10-17,17,1984,2.52,42.84,NA,NA,NA,NA
"723",1983-10-18,18,1984,2.52,45.36,NA,NA,NA,NA
"724",1983-10-19,19,1984,2.52,47.88,NA,NA,NA,NA
"725",1983-10-20,20,1984,2.52,50.4,NA,NA,NA,NA
"726",1983-10-21,21,1984,2.52,52.92,NA,NA,NA,NA
"727",1983-10-22,22,1984,2.52,55.44,NA,NA,NA,NA
"728",1983-10-23,23,1984,2.52,57.96,NA,NA,NA,NA
"729",1983-10-24,24,1984,2.52,60.48,NA,NA,NA,NA
"730",1983-10-25,25,1984,2.52,63,NA,NA,NA,NA
"731",1983-10-26,26,1984,2.52,65.52,NA,NA,NA,NA
"732",1983-10-27,27,1984,2.52,68.04,NA,NA,NA,NA
"733",1983-10-28,28,1984,2.52,70.56,NA,NA,NA,NA
"734",1983-10-29,29,1984,2.52,73.08,NA,NA,NA,NA
"735",1983-10-30,30,1984,2.52,75.6,NA,NA,NA,NA
"736",1983-10-31,31,1984,1.07,76.67,NA,NA,NA,NA
"737",1983-11-01,32,1984,1.07,77.74,NA,NA,NA,NA
"738",1983-11-02,33,1984,1.07,78.81,NA,NA,NA,NA
"739",1983-11-03,34,1984,1.07,79.88,NA,NA,NA,NA
"740",1983-11-04,35,1984,1.07,80.95,NA,NA,NA,NA
"741",1983-11-05,36,1984,1.07,82.02,NA,NA,NA,NA
"742",1983-11-06,37,1984,1.07,83.09,NA,NA,NA,NA
"743",1983-11-07,38,1984,1.07,84.16,NA,NA,NA,NA
"744",1983-11-08,39,1984,1.07,85.23,NA,NA,NA,NA
"745",1983-11-09,40,1984,1.07,86.3,NA,NA,NA,NA
"746",1983-11-10,41,1984,1.07,87.37,NA,NA,NA,NA
"747",1983-11-11,42,1984,1.07,88.4399999999999,NA,NA,NA,NA
"748",1983-11-12,43,1984,1.07,89.5099999999999,NA,NA,NA,NA
"749",1983-11-13,44,1984,1.07,90.5799999999999,NA,NA,NA,NA
"750",1983-11-14,45,1984,1.07,91.6499999999999,NA,NA,NA,NA
"751",1983-11-15,46,1984,1.07,92.7199999999999,NA,NA,NA,NA
"752",1983-11-16,47,1984,1.07,93.7899999999999,NA,NA,NA,NA
"753",1983-11-17,48,1984,1.07,94.8599999999999,NA,NA,NA,NA
"754",1983-11-18,49,1984,1.07,95.9299999999999,NA,NA,NA,NA
"755",1983-11-19,50,1984,1.07,96.9999999999999,NA,NA,NA,NA
"756",1983-11-20,51,1984,1.07,98.0699999999999,NA,NA,NA,NA
"757",1983-11-21,52,1984,1.07,99.1399999999999,NA,NA,NA,NA
"758",1983-11-22,53,1984,1.07,100.21,NA,NA,NA,NA
"759",1983-11-23,54,1984,1.07,101.28,NA,NA,NA,NA
"760",1983-11-24,55,1984,1.07,102.35,NA,NA,NA,NA
"761",1983-11-25,56,1984,1.07,103.42,NA,NA,NA,NA
"762",1983-11-26,57,1984,1.07,104.49,NA,NA,NA,NA
"763",1983-11-27,58,1984,1.07,105.56,NA,NA,NA,NA
"764",1983-11-28,59,1984,1.07,106.63,NA,NA,NA,NA
"765",1983-11-29,60,1984,1.07,107.7,NA,NA,NA,NA
"766",1983-11-30,61,1984,0.36,108.06,NA,NA,NA,NA
"767",1983-12-01,62,1984,0.36,108.42,NA,NA,NA,NA
"768",1983-12-02,63,1984,0.36,108.78,NA,NA,NA,NA
"769",1983-12-03,64,1984,0.36,109.14,NA,NA,NA,NA
"770",1983-12-04,65,1984,0.36,109.5,NA,NA,NA,NA
"771",1983-12-05,66,1984,0.36,109.86,NA,NA,NA,NA
"772",1983-12-06,67,1984,0.36,110.22,NA,NA,NA,NA
"773",1983-12-07,68,1984,0.36,110.58,NA,NA,NA,NA
"774",1983-12-08,69,1984,0.36,110.94,NA,NA,NA,NA
"775",1983-12-09,70,1984,0.36,111.3,NA,NA,NA,NA
"776",1983-12-10,71,1984,0.36,111.66,NA,NA,NA,NA
"777",1983-12-11,72,1984,0.36,112.02,NA,NA,NA,NA
"778",1983-12-12,73,1984,0.36,112.38,NA,NA,NA,NA
"779",1983-12-13,74,1984,0.36,112.74,NA,NA,NA,NA
"780",1983-12-14,75,1984,0.36,113.1,NA,NA,NA,NA
"781",1983-12-15,76,1984,0.36,113.46,NA,NA,NA,NA
"1",1984-09-13,349,1984,7.72,2427.64,11,8,NA,NA
"2",1984-09-14,350,1984,7.72,2435.36,NA,NA,NA,NA
"3",1984-09-15,351,1984,8.24,2443.6,NA,NA,NA,NA
"4",1984-09-16,352,1984,9.05,2452.65,NA,NA,NA,NA
"5",1984-09-17,353,1984,8.53,2461.18,NA,NA,NA,NA
"6",1984-09-18,354,1984,7.88,2469.06,NA,NA,NA,NA
"7",1984-09-19,355,1984,7.37,2476.43,NA,NA,NA,NA
"8",1984-09-20,356,1984,7.45,2483.88,NA,NA,NA,NA
"9",1984-09-21,357,1984,7.63,2491.51,NA,NA,NA,NA
"10",1984-09-22,358,1984,7.38,2498.89,NA,NA,NA,NA
"11",1984-09-23,359,1984,6.88,2505.77,NA,NA,NA,NA
"12",1984-09-24,360,1984,6.6,2512.37,NA,NA,NA,NA
"13",1984-09-25,361,1984,6.41,2518.78,NA,NA,NA,NA
"14",1984-09-26,362,1984,5.95,2524.73,NA,NA,NA,NA
"15",1984-09-27,363,1984,5.67,2530.4,NA,NA,NA,NA
"16",1984-09-28,364,1984,5.25,2535.65,NA,NA,NA,NA
"17",1984-09-29,365,1984,4.82,2540.47,NA,NA,NA,NA
"782",1984-10-01,1,1985,4.27,4.27,NA,NA,NA,NA
"783",1984-10-02,2,1985,4.45,8.72,NA,NA,NA,NA
"784",1984-10-03,3,1985,6.14,14.86,NA,NA,NA,NA
"785",1984-10-04,4,1985,7.62,22.48,NA,NA,NA,NA
"786",1984-10-05,5,1985,7.63,30.11,NA,NA,NA,NA
"787",1984-10-06,6,1985,6.63,36.74,NA,NA,NA,NA
"788",1984-10-07,7,1985,5.92,42.66,NA,NA,NA,NA
"789",1984-10-08,8,1985,5.34,48,NA,NA,NA,NA
"790",1984-10-09,9,1985,5.03,53.03,NA,NA,NA,NA
"791",1984-10-10,10,1985,4.64,57.67,NA,NA,NA,NA
"792",1984-10-11,11,1985,4.67,62.34,NA,NA,NA,NA
"793",1984-10-12,12,1985,4.74,67.08,NA,NA,NA,NA
"794",1984-10-13,13,1985,4.67,71.75,NA,NA,NA,NA
"795",1984-10-14,14,1985,2.92,74.67,NA,NA,NA,NA
"796",1984-10-15,15,1985,2.92,77.59,NA,NA,NA,NA
"797",1984-10-16,16,1985,2.52,80.11,NA,NA,NA,NA
"798",1984-10-17,17,1985,2.52,82.63,NA,NA,NA,NA
"799",1984-10-18,18,1985,2.52,85.15,NA,NA,NA,NA
"800",1984-10-19,19,1985,2.52,87.67,NA,NA,NA,NA
"801",1984-10-20,20,1985,2.52,90.19,NA,NA,NA,NA
"802",1984-10-21,21,1985,2.52,92.71,NA,NA,NA,NA
"803",1984-10-22,22,1985,2.52,95.23,NA,NA,NA,NA
"804",1984-10-23,23,1985,2.52,97.75,NA,NA,NA,NA
"805",1984-10-24,24,1985,2.52,100.27,14,1,NA,NA
"806",1984-10-25,25,1985,2.52,102.79,NA,NA,NA,NA
"807",1984-10-26,26,1985,2.52,105.31,NA,NA,NA,NA
"808",1984-10-27,27,1985,2.52,107.83,NA,NA,NA,NA
"809",1984-10-28,28,1985,2.52,110.35,NA,NA,NA,NA
"810",1984-10-29,29,1985,2.52,112.87,NA,NA,NA,NA
"811",1984-10-30,30,1985,2.52,115.39,NA,NA,NA,NA
"812",1984-10-31,31,1985,1.07,116.46,NA,NA,NA,NA
"813",1984-11-01,32,1985,1.07,117.53,NA,NA,NA,NA
"814",1984-11-02,33,1985,1.07,118.6,NA,NA,NA,NA
"815",1984-11-03,34,1985,1.07,119.67,NA,NA,NA,NA
"816",1984-11-04,35,1985,1.07,120.74,NA,NA,NA,NA
"817",1984-11-05,36,1985,1.07,121.81,NA,NA,NA,NA
"818",1984-11-06,37,1985,1.07,122.88,NA,NA,NA,NA
"819",1984-11-07,38,1985,1.07,123.95,NA,NA,NA,NA
"820",1984-11-08,39,1985,1.07,125.02,NA,NA,NA,NA
"821",1984-11-09,40,1985,1.07,126.09,NA,NA,NA,NA
"822",1984-11-10,41,1985,1.07,127.16,NA,NA,NA,NA
"823",1984-11-11,42,1985,1.07,128.23,NA,NA,NA,NA
"824",1984-11-12,43,1985,1.07,129.3,NA,NA,NA,NA
"825",1984-11-13,44,1985,1.07,130.37,NA,NA,NA,NA
"826",1984-11-14,45,1985,1.07,131.44,NA,NA,NA,NA
"827",1984-11-15,46,1985,1.07,132.51,NA,NA,NA,NA
"828",1984-11-16,47,1985,1.07,133.58,NA,NA,NA,NA
"829",1984-11-17,48,1985,1.07,134.65,NA,NA,NA,NA
"830",1984-11-18,49,1985,1.07,135.72,NA,NA,NA,NA
"831",1984-11-19,50,1985,1.07,136.79,NA,NA,NA,NA
"832",1984-11-20,51,1985,1.07,137.86,NA,NA,NA,NA
"833",1984-11-21,52,1985,1.07,138.93,NA,NA,NA,NA
"834",1984-11-22,53,1985,1.07,140,NA,NA,NA,NA
"835",1984-11-23,54,1985,1.07,141.07,NA,NA,NA,NA
"836",1984-11-24,55,1985,1.07,142.14,NA,NA,NA,NA
"837",1984-11-25,56,1985,1.07,143.21,NA,NA,NA,NA
"838",1984-11-26,57,1985,1.07,144.28,NA,NA,NA,NA
"839",1984-11-27,58,1985,1.07,145.35,NA,NA,NA,NA
"840",1984-11-28,59,1985,1.07,146.42,NA,NA,NA,NA
"841",1984-11-29,60,1985,1.07,147.49,NA,NA,NA,NA
"842",1984-11-30,61,1985,0.36,147.85,NA,NA,NA,NA
"843",1984-12-01,62,1985,0.36,148.21,NA,NA,NA,NA
"844",1984-12-02,63,1985,0.36,148.57,NA,NA,NA,NA
"845",1984-12-03,64,1985,0.36,148.93,NA,NA,NA,NA
"846",1984-12-04,65,1985,0.36,149.29,NA,NA,NA,NA
"847",1984-12-05,66,1985,0.36,149.65,NA,NA,NA,NA
"848",1984-12-06,67,1985,0.36,150.01,NA,NA,NA,NA
"849",1984-12-07,68,1985,0.36,150.37,NA,NA,NA,NA
"850",1984-12-08,69,1985,0.36,150.73,NA,NA,NA,NA
"851",1984-12-09,70,1985,0.36,151.09,NA,NA,NA,NA
"852",1984-12-10,71,1985,0.36,151.45,NA,NA,NA,NA
"853",1984-12-11,72,1985,0.36,151.81,NA,NA,NA,NA
"854",1984-12-12,73,1985,0.36,152.17,NA,NA,NA,NA
"855",1984-12-13,74,1985,0.36,152.53,NA,NA,NA,NA
"856",1984-12-14,75,1985,0.36,152.89,NA,NA,NA,NA
"857",1984-12-15,76,1985,0.36,153.25,NA,NA,NA,NA
"18",1985-09-14,349,1985,5.36,1803.83,NA,NA,NA,NA
"19",1985-09-15,350,1985,5.14,1808.97,NA,NA,NA,NA
"20",1985-09-16,351,1985,4.86,1813.83,NA,NA,NA,NA
"21",1985-09-17,352,1985,4.7,1818.53,12,8,NA,NA
"22",1985-09-18,353,1985,4.68,1823.21,NA,NA,NA,NA
"23",1985-09-19,354,1985,4.23,1827.44,NA,NA,NA,NA
"24",1985-09-20,355,1985,3.88,1831.32,NA,NA,NA,NA
"25",1985-09-21,356,1985,3.69,1835.01,NA,NA,NA,NA
"26",1985-09-22,357,1985,3.6,1838.61,NA,NA,NA,NA
"27",1985-09-23,358,1985,2.73,1841.34,NA,NA,NA,NA
"28",1985-09-24,359,1985,3.19,1844.53,NA,NA,NA,NA
"29",1985-09-25,360,1985,3.15,1847.68,NA,NA,NA,NA
"30",1985-09-26,361,1985,2.78,1850.46,NA,NA,NA,NA
"31",1985-09-27,362,1985,2.72,1853.18,NA,NA,NA,NA
"32",1985-09-28,363,1985,2.72,1855.9,NA,NA,NA,NA
"33",1985-09-29,364,1985,2.5,1858.4,NA,NA,NA,NA
"34",1985-09-30,365,1985,2.24,1860.64,NA,NA,NA,NA
"858",1985-10-01,1,1986,2.09,2.09,NA,NA,NA,NA
"859",1985-10-02,2,1986,1.97,4.06,NA,NA,NA,NA
"860",1985-10-03,3,1986,1.92,5.98,NA,NA,NA,NA
"861",1985-10-04,4,1986,1.63,7.61,NA,NA,NA,NA
"862",1985-10-05,5,1986,1.58,9.19,NA,NA,NA,NA
"863",1985-10-06,6,1986,2.15,11.34,NA,NA,NA,NA
"864",1985-10-07,7,1986,2.39,13.73,NA,NA,NA,NA
"865",1985-10-08,8,1986,2.25,15.98,NA,NA,NA,NA
"866",1985-10-09,9,1986,2.21,18.19,NA,NA,NA,NA
"867",1985-10-10,10,1986,2.39,20.58,NA,NA,NA,NA
"868",1985-10-11,11,1986,2.39,22.97,NA,NA,NA,NA
"869",1985-10-12,12,1986,2.27,25.24,NA,NA,NA,NA
"870",1985-10-13,13,1986,2.1,27.34,NA,NA,NA,NA
"871",1985-10-14,14,1986,1.76,29.1,NA,NA,NA,NA
"872",1985-10-15,15,1986,1.63,30.73,15,NA,NA,NA
"873",1985-10-16,16,1986,1.58,32.31,NA,NA,NA,NA
"874",1985-10-17,17,1986,1.58,33.89,NA,NA,NA,NA
"875",1985-10-18,18,1986,1.58,35.47,NA,NA,NA,NA
"876",1985-10-19,19,1986,1.58,37.05,NA,NA,NA,NA
"877",1985-10-20,20,1986,1.52,38.57,NA,NA,NA,NA
"878",1985-10-21,21,1986,1.42,39.99,NA,NA,NA,NA
"879",1985-10-22,22,1986,1.31,41.3,NA,NA,NA,NA
"880",1985-10-23,23,1986,1.21,42.51,NA,NA,NA,NA
"881",1985-10-24,24,1986,1.12,43.63,NA,NA,NA,NA
"882",1985-10-25,25,1986,1.07,44.7,NA,NA,NA,NA
"883",1985-10-26,26,1986,1.07,45.77,NA,NA,NA,NA
"884",1985-10-27,27,1986,1.07,46.84,NA,NA,NA,NA
"885",1985-10-28,28,1986,1.02,47.86,NA,NA,NA,NA
"886",1985-10-29,29,1986,0.98,48.84,NA,NA,NA,NA
"887",1985-10-30,30,1986,0.98,49.82,NA,NA,NA,NA
"888",1985-10-31,31,1986,1.07,50.89,NA,NA,NA,NA
"889",1985-11-01,32,1986,1.07,51.96,NA,NA,NA,NA
"890",1985-11-02,33,1986,1.07,53.03,NA,NA,NA,NA
"891",1985-11-03,34,1986,1.07,54.1,NA,NA,NA,NA
"892",1985-11-04,35,1986,1.07,55.17,NA,NA,NA,NA
"893",1985-11-05,36,1986,1.07,56.24,NA,NA,NA,NA
"894",1985-11-06,37,1986,1.07,57.31,NA,NA,NA,NA
"895",1985-11-07,38,1986,1.07,58.38,NA,NA,NA,NA
"896",1985-11-08,39,1986,1.07,59.45,NA,NA,NA,NA
"897",1985-11-09,40,1986,1.07,60.52,NA,NA,NA,NA
"898",1985-11-10,41,1986,1.07,61.59,NA,NA,NA,NA
"899",1985-11-11,42,1986,1.07,62.66,NA,NA,NA,NA
"900",1985-11-12,43,1986,1.07,63.73,NA,NA,NA,NA
"901",1985-11-13,44,1986,1.07,64.8,NA,NA,NA,NA
"902",1985-11-14,45,1986,1.07,65.87,NA,NA,NA,NA
"903",1985-11-15,46,1986,1.07,66.94,NA,NA,NA,NA
"904",1985-11-16,47,1986,1.07,68.01,NA,NA,NA,NA
"905",1985-11-17,48,1986,1.07,69.08,NA,NA,NA,NA
"906",1985-11-18,49,1986,1.07,70.15,NA,NA,NA,NA
"907",1985-11-19,50,1986,1.07,71.22,NA,NA,NA,NA
"908",1985-11-20,51,1986,1.07,72.29,NA,NA,NA,NA
"909",1985-11-21,52,1986,1.07,73.3599999999999,NA,NA,NA,NA
"910",1985-11-22,53,1986,1.07,74.4299999999999,NA,NA,NA,NA
"911",1985-11-23,54,1986,1.07,75.4999999999999,NA,NA,NA,NA
"912",1985-11-24,55,1986,1.07,76.5699999999999,NA,NA,NA,NA
"913",1985-11-25,56,1986,1.07,77.6399999999999,NA,NA,NA,NA
"914",1985-11-26,57,1986,1.07,78.7099999999999,NA,NA,NA,NA
"915",1985-11-27,58,1986,1.07,79.7799999999999,NA,NA,NA,NA
"916",1985-11-28,59,1986,1.07,80.8499999999999,NA,NA,NA,NA
"917",1985-11-29,60,1986,1.07,81.9199999999999,NA,NA,NA,NA
"918",1985-11-30,61,1986,0.36,82.2799999999999,NA,NA,NA,NA
"919",1985-12-01,62,1986,0.36,82.6399999999999,NA,NA,NA,NA
"920",1985-12-02,63,1986,0.36,82.9999999999999,NA,NA,NA,NA
"921",1985-12-03,64,1986,0.36,83.3599999999999,NA,NA,NA,NA
"922",1985-12-04,65,1986,0.36,83.7199999999999,NA,NA,NA,NA
"923",1985-12-05,66,1986,0.36,84.0799999999999,NA,NA,NA,NA
"924",1985-12-06,67,1986,0.36,84.4399999999999,NA,NA,NA,NA
"925",1985-12-07,68,1986,0.36,84.7999999999999,NA,NA,NA,NA
"926",1985-12-08,69,1986,0.36,85.1599999999999,NA,NA,NA,NA
"927",1985-12-09,70,1986,0.36,85.5199999999999,NA,NA,NA,NA
"928",1985-12-10,71,1986,0.36,85.8799999999999,NA,NA,NA,NA
"929",1985-12-11,72,1986,0.36,86.2399999999999,NA,NA,NA,NA
"930",1985-12-12,73,1986,0.36,86.5999999999999,NA,NA,NA,NA
"931",1985-12-13,74,1986,0.36,86.9599999999999,NA,NA,NA,NA
"932",1985-12-14,75,1986,0.36,87.3199999999999,NA,NA,NA,NA
"933",1985-12-15,76,1986,0.36,87.6799999999999,NA,NA,NA,NA
"35",1986-09-14,349,1986,6.06,2455.59,NA,NA,NA,NA
"36",1986-09-15,350,1986,5.38,2460.97,NA,NA,NA,NA
"37",1986-09-16,351,1986,4.81,2465.78,NA,NA,NA,NA
"38",1986-09-17,352,1986,4.46,2470.24,NA,NA,NA,NA
"39",1986-09-18,353,1986,4.3,2474.54,NA,NA,NA,NA
"40",1986-09-19,354,1986,4.05,2478.59,NA,NA,NA,NA
"41",1986-09-20,355,1986,3.92,2482.51,NA,NA,NA,NA
"42",1986-09-21,356,1986,3.99,2486.5,NA,NA,NA,NA
"43",1986-09-22,357,1986,4.15,2490.65,NA,NA,NA,NA
"44",1986-09-23,358,1986,4.36,2495.01,NA,NA,NA,NA
"45",1986-09-24,359,1986,4.06,2499.07,NA,NA,NA,NA
"46",1986-09-25,360,1986,4.7,2503.77,NA,NA,NA,NA
"47",1986-09-26,361,1986,4.48,2508.25,NA,NA,NA,NA
"48",1986-09-27,362,1986,4.15,2512.4,NA,NA,NA,NA
"49",1986-09-28,363,1986,3.92,2516.32,NA,NA,NA,NA
"50",1986-09-29,364,1986,3.61,2519.93,NA,NA,NA,NA
"51",1986-09-30,365,1986,3.4,2523.33,NA,NA,NA,NA
"934",1986-10-01,1,1987,3.4,3.4,NA,NA,NA,NA
"935",1986-10-02,2,1987,3.72,7.12,NA,NA,NA,NA
"936",1986-10-03,3,1987,3.74,10.86,NA,NA,NA,NA
"937",1986-10-04,4,1987,3.4,14.26,NA,NA,NA,NA
"938",1986-10-05,5,1987,3.33,17.59,NA,NA,NA,NA
"939",1986-10-06,6,1987,3.4,20.99,NA,NA,NA,NA
"940",1986-10-07,7,1987,3.55,24.54,NA,NA,NA,NA
"941",1986-10-08,8,1987,3.62,28.16,NA,NA,NA,NA
"942",1986-10-09,9,1987,3.55,31.71,NA,NA,NA,NA
"943",1986-10-10,10,1987,3.47,35.18,NA,NA,NA,NA
"944",1986-10-11,11,1987,3.28,38.46,NA,NA,NA,NA
"945",1986-10-12,12,1987,4.83,43.29,NA,NA,NA,NA
"946",1986-10-13,13,1987,2.52,45.81,NA,NA,NA,NA
"947",1986-10-14,14,1987,2.52,48.33,NA,NA,NA,NA
"948",1986-10-15,15,1987,2.52,50.85,NA,NA,NA,NA
"949",1986-10-16,16,1987,2.52,53.37,NA,NA,NA,NA
"950",1986-10-17,17,1987,2.52,55.89,NA,NA,NA,NA
"951",1986-10-18,18,1987,2.52,58.41,NA,NA,NA,NA
"952",1986-10-19,19,1987,2.52,60.93,NA,NA,NA,NA
"953",1986-10-20,20,1987,2.52,63.45,NA,NA,NA,NA
"954",1986-10-21,21,1987,2.52,65.97,NA,NA,NA,NA
"955",1986-10-22,22,1987,2.52,68.49,NA,NA,NA,NA
"956",1986-10-23,23,1987,2.52,71.01,NA,NA,NA,NA
"957",1986-10-24,24,1987,2.52,73.53,NA,NA,NA,NA
"958",1986-10-25,25,1987,2.52,76.05,NA,NA,NA,NA
"959",1986-10-26,26,1987,2.52,78.57,NA,NA,NA,NA
"960",1986-10-27,27,1987,2.52,81.09,NA,NA,NA,NA
"961",1986-10-28,28,1987,2.52,83.61,NA,NA,NA,NA
"962",1986-10-29,29,1987,2.52,86.13,NA,NA,NA,NA
"963",1986-10-30,30,1987,2.52,88.65,NA,NA,NA,NA
"964",1986-10-31,31,1987,1.07,89.72,NA,NA,NA,NA
"965",1986-11-01,32,1987,1.07,90.79,NA,NA,NA,NA
"966",1986-11-02,33,1987,1.07,91.86,NA,NA,NA,NA
"967",1986-11-03,34,1987,1.07,92.93,NA,NA,NA,NA
"968",1986-11-04,35,1987,1.07,94,NA,NA,NA,NA
"969",1986-11-05,36,1987,1.07,95.07,NA,NA,NA,NA
"970",1986-11-06,37,1987,1.07,96.1399999999999,NA,NA,NA,NA
"971",1986-11-07,38,1987,1.07,97.2099999999999,NA,NA,NA,NA
"972",1986-11-08,39,1987,1.07,98.2799999999999,NA,NA,NA,NA
"973",1986-11-09,40,1987,1.07,99.3499999999999,NA,NA,NA,NA
"974",1986-11-10,41,1987,1.07,100.42,NA,NA,NA,NA
"975",1986-11-11,42,1987,1.07,101.49,NA,NA,NA,NA
"976",1986-11-12,43,1987,1.07,102.56,NA,NA,NA,NA
"977",1986-11-13,44,1987,1.07,103.63,NA,NA,NA,NA
"978",1986-11-14,45,1987,1.07,104.7,NA,NA,NA,NA
"979",1986-11-15,46,1987,1.07,105.77,NA,NA,NA,NA
"980",1986-11-16,47,1987,1.07,106.84,NA,NA,NA,NA
"981",1986-11-17,48,1987,1.07,107.91,NA,NA,NA,NA
"982",1986-11-18,49,1987,1.07,108.98,NA,NA,NA,NA
"983",1986-11-19,50,1987,1.07,110.05,NA,NA,NA,NA
"984",1986-11-20,51,1987,1.07,111.12,NA,NA,NA,NA
"985",1986-11-21,52,1987,1.07,112.19,NA,NA,NA,NA
"986",1986-11-22,53,1987,1.07,113.26,NA,NA,NA,NA
"987",1986-11-23,54,1987,1.07,114.33,NA,NA,NA,NA
"988",1986-11-24,55,1987,1.07,115.4,NA,NA,NA,NA
"989",1986-11-25,56,1987,1.07,116.47,NA,NA,NA,NA
"990",1986-11-26,57,1987,1.07,117.54,NA,NA,NA,NA
"991",1986-11-27,58,1987,1.07,118.61,NA,NA,NA,NA
"992",1986-11-28,59,1987,1.07,119.68,NA,NA,NA,NA
"993",1986-11-29,60,1987,1.07,120.75,NA,NA,NA,NA
"994",1986-11-30,61,1987,0.36,121.11,NA,NA,NA,NA
"995",1986-12-01,62,1987,0.36,121.47,NA,NA,NA,NA
"996",1986-12-02,63,1987,0.36,121.83,NA,NA,NA,NA
"997",1986-12-03,64,1987,0.36,122.19,NA,NA,NA,NA
"998",1986-12-04,65,1987,0.36,122.55,NA,NA,NA,NA
"999",1986-12-05,66,1987,0.36,122.91,NA,NA,NA,NA
"1000",1986-12-06,67,1987,0.36,123.27,NA,NA,NA,NA
"1001",1986-12-07,68,1987,0.36,123.63,NA,NA,NA,NA
"1002",1986-12-08,69,1987,0.36,123.99,NA,NA,NA,NA
"1003",1986-12-09,70,1987,0.36,124.35,NA,NA,NA,NA
"1004",1986-12-10,71,1987,0.36,124.71,NA,NA,NA,NA
"1005",1986-12-11,72,1987,0.36,125.07,NA,NA,NA,NA
"1006",1986-12-12,73,1987,0.36,125.43,NA,NA,NA,NA
"1007",1986-12-13,74,1987,0.36,125.79,NA,NA,NA,NA
"1008",1986-12-14,75,1987,0.36,126.15,NA,NA,NA,NA
"1009",1986-12-15,76,1987,0.36,126.51,NA,NA,NA,NA
"52",1987-09-14,349,1987,5.4,1945.11,10,8.14285714285714,NA,NA
"53",1987-09-15,350,1987,5.96,1951.07,10,8,NA,NA
"54",1987-09-16,351,1987,5.96,1957.03,NA,NA,NA,NA
"55",1987-09-17,352,1987,5.59,1962.62,NA,NA,NA,NA
"56",1987-09-18,353,1987,4.95,1967.57,NA,NA,NA,NA
"57",1987-09-19,354,1987,4.51,1972.08,NA,NA,NA,NA
"58",1987-09-20,355,1987,4.11,1976.19,NA,NA,NA,NA
"59",1987-09-21,356,1987,4.08,1980.27,NA,NA,NA,NA
"60",1987-09-22,357,1987,3.58,1983.85,NA,NA,NA,NA
"61",1987-09-23,358,1987,3.4,1987.25,NA,NA,NA,NA
"62",1987-09-24,359,1987,3.33,1990.58,12,9,NA,NA
"63",1987-09-25,360,1987,3.26,1993.84,12,8.83333333333333,NA,NA
"64",1987-09-26,361,1987,3.05,1996.89,12,8.66666666666667,NA,NA
"65",1987-09-27,362,1987,3.05,1999.94,12,8.5,NA,NA
"66",1987-09-28,363,1987,3.05,2002.99,12,8.33333333333333,NA,NA
"67",1987-09-29,364,1987,2.86,2005.85,12,8.16666666666667,NA,NA
"68",1987-09-30,365,1987,2.21,2008.06,NA,NA,NA,NA
"1010",1987-10-01,1,1988,2.15,2.15,NA,NA,NA,NA
"1011",1987-10-02,2,1988,2.03,4.18,NA,NA,NA,NA
"1012",1987-10-03,3,1988,1.85,6.03,NA,NA,NA,NA
"1013",1987-10-04,4,1988,1.85,7.88,NA,NA,NA,NA
"1014",1987-10-05,5,1988,1.79,9.67,12,8,NA,NA
"1015",1987-10-06,6,1988,1.74,11.41,12,NA,NA,NA
"1016",1987-10-07,7,1988,1.68,13.09,12,NA,NA,NA
"1017",1987-10-08,8,1988,1.58,14.67,12,NA,NA,NA
"1018",1987-10-09,9,1988,1.58,16.25,12,NA,NA,NA
"1019",1987-10-10,10,1988,1.47,17.72,12,NA,NA,NA
"1020",1987-10-11,11,1988,1.42,19.14,12,NA,NA,NA
"1021",1987-10-12,12,1988,1.36,20.5,12,NA,NA,NA
"1022",1987-10-13,13,1988,1.36,21.86,12,NA,NA,NA
"1023",1987-10-14,14,1988,1.36,23.22,12.1428571428571,NA,NA,NA
"1024",1987-10-15,15,1988,1.36,24.58,12.2857142857143,NA,NA,NA
"1025",1987-10-16,16,1988,1.36,25.94,12.4285714285714,NA,NA,NA
"1026",1987-10-17,17,1988,1.36,27.3,12.5714285714286,NA,NA,NA
"1027",1987-10-18,18,1988,1.36,28.66,12.7142857142857,NA,NA,NA
